RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateOrFormerNames,Acronym,AlternateOrFormerAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart,PrincipalOfficerFullName,PrincipalOfficerGivenName,PrincipalOfficerMiddleNameOrInitial,PrincipalOfficerFamilyName,PrincipalOfficerSuffix,InOrgChart,ReportsTo,ReportingNotes
NYC_GOID_000222,Independent Budget Office,Independent Budget Office,Active,Advisory or Regulatory Organization,"The Independent Budget Office provides non-partisan budgetary, economic, and policy analysis for New York City residents and elected officials, and increases the visibility of the budget process.",https://www.ibo.nyc.ny.us/,,IBO,,132,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=NYC+Independent+Budget+Office+%28IBO%29,1989.0,Louisa Chafee,Director,https://www.ibo.nyc.ny.us/aboutStaffDirectory.html,,,"Independent Budget Office, NYC (IBO)","Independent Budget Office, NYC (IBO)",NYC Independent Budget Office (IBO),Independent Budget Office (IBO),Independent Budget Office,Independent Budget Office,"Independent Budget Office, NYC",Independent Budget Office,"Independent Budget Office, NYC (IBO)",Independent Budget Office,True,True,Louisa Chafee,Louisa,,Chafee,,TRUE,,
NYC_GOID_000223,Independent Budget Office Advisory Committee,Independent Budget Office Advisory Committee,Active,Advisory or Regulatory Organization,,,,,,,,1989.0,,,,,,,,,,,,,,,,False,False,,,,,,,,
NYC_GOID_000224,Industrial Development Agency,Industrial Development Agency,Active,Public Benefit or Development Organization,,https://edc.nyc/nycida,,,,,,,Andrew Kimball,President & CEO,,,,,,,,,,,,,Industrial Development Agency,True,False,Andrew Kimball,Andrew,,Kimball,,,,
NYC_GOID_000225,Interagency Coordinating Council,Interagency Coordinating Council,Active,Advisory or Regulatory Organization,,,,,,,,1988.0,,,,,,,,,,,,,,,,False,False,,,,,,,,
NYC_GOID_000226,Office of Intergovernmental Affairs,"Intergovernmental Affairs, Office of",Active,Mayoral Office,"The Mayor's Office of Intergovernmental Affairs coordinates the City's interaction with state and federal Legislative Affairs offices, as well as the offices of the City Comptroller, Public Advocate, and Borough Presidents. The office keeps the Mayor and the Deputy Mayor for Operations informed about intergovernmental issues and is the liaison between the City and other governments, seeking to foster constructive links between the Administration and these entities.",https://www1.nyc.gov/site/intergovernmental/index.page,Mayor's Office of Office of Intergovernmental Affairs,MOIGA,IGA,002,,1962.0,Tiffany Raspberry,Deputy Mayor for Intergovernmental Affairs,https://www.nyc.gov/site/intergovernmental/about/contact-moiga.page,,,"Intergovernmental Affairs, Mayor's Office of (MOIGA)","Intergovernmental Affairs, Mayor's Office of (MOIGA)",,Mayor's Office of Intergovernmental Affairs (MOIGA),Mayor's Office of Intergovernmental Affairs,Office of Intergovernmental Affairs,,,"Intergovernmental Affairs, Mayors Office of (MOIGA)",Intergovernmental Affairs,True,True,Tiffany Raspberry,Tiffany,,Raspberry,,TRUE,Mayor,
NYC_GOID_000230,"Jamaica Bay - Rockaway Parks Conservancy, Inc.","Jamaica Bay - Rockaway Parks Conservancy, Inc.",Active,Nonprofit Organization,,http://www.jbrpc.org/,,,,,,,Terri Carta,Executive Director,,,,,,,,,,,,,"Jamaica Bay - Rockaway Parks Conservancy, Inc.",False,False,Terri Carta,Terri,,Carta,,,,
NYC_GOID_000231,Jamaica Bay Task Force,Jamaica Bay Task Force,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Jamaica Bay Task Force,False,False,,,,,,,,
NYC_GOID_000232,Jewish Advisory Council,Jewish Advisory Council,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/office-of-the-mayor/news/457-23/mayor-adams-creation-new-york-city-s-first-jewish-advisory-council,,,,,,,,,,,,,,,,,,,,,Jewish Advisory Council,False,False,,,,,,,,
NYC_GOID_000233,Juvenile Justice Advisory Board,Juvenile Justice Advisory Board,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/acs/about/data-analysis.page,,,,,,,,,,,,,,,,,,,,,Juvenile Justice Advisory Board,False,False,,,,,,,,
NYC_GOID_000234,Kings County Public Administrator,"Public Administrator, Kings County",Active,State Government Agency,,https://www.nyc.gov/site/kcpa/index.page,,,,,,1905.0,"Kerry D. Archer, ESQ",Public Administrator,https://www.nyc.gov/site/kcpa/contact/contact.page,,,,,,,,,Public Administrator,,Public Administrator - Kings County (KCPA),Kings County Public Administrator,True,False,"Kerry D. Archer, ESQ",Kerry,D.,Archer,ESQ,,,
NYC_GOID_000235,Land Development Corporation,Land Development Corporation,Active,Public Benefit or Development Organization,,https://www.nycldc.com/,,,,,,,Jeanny Pak,President,,,,,,,,,,,,,Land Development Corporation,True,False,Jeanny Pak,Jeanny,,Pak,,,,
NYC_GOID_000236,Landmarks Preservation Commission,Landmarks Preservation Commission,Active,Advisory or Regulatory Organization,"The Landmarks Preservation Commission protects and preserves the historically and architecturally significant neighborhoods, buildings and sites that tell the collective story of New York City.",https://www1.nyc.gov/site/lpc/index.page,,LPC,,136,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Landmarks+Preservation+Commission+%28LPC%29,1962.0,Sarah Carroll,Executive Director,https://www.nyc.gov/site/lpc/about/contact-us.page,,,Landmarks Preservation Commission (LPC),Landmarks Preservation Commission (LPC),Landmarks Preservation Commission (LPC),Landmarks Preservation Commission (LPC),Landmarks Preservation Commission,Landmarks Preservation Commission,Landmarks Preservation Commission,Landmarks Preservation Commission,Landmarks Preservation Commission (LPC),Landmarks Preservation Commission,True,True,Lisa Kersavage,Lisa,,Kersavage,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
NYC_GOID_000237,Latin Media and Entertainment Commission,Latin Media and Entertainment Commission,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/mome/news/latin-media-commission.page,,LMEC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Latin+Media+%26+Entertainment+Commission+%28LMEC%29,2003.0,,,,,,,,Latin Media & Entertainment Commission (LMEC),,,,,,,Latin Media & Entertainment Commission,False,False,,,,,,,,
NYC_GOID_000238,New York City Law Department,"Law Department, New York City",Active,Mayoral Agency,"The Law Department is the attorney for the City, City agencies and certain non- City agencies and pension boards, and is in charge of litigation and other legal matters involving the City and its interests.",https://www.nyc.gov/site/law/index.page,Law Department;Office of the Corporation Counsel,LAW,Law;Law Dept.,025,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Law+Department+%28LAW%29,1849.0,Muriel Goode-Trufant,Executive Director,https://www.nyc.gov/site/law/contact/contact-nyc-law-department.page,,,Law Department (LAW),Law Department (LAW),Law Department (LAW),Law Department (Law),Law Department,Law Department,"Law Department, Office of the Corporation Counsel",Law Department,Law Department (LAW),Law Department,True,True,Muriel Goode-Trufant,Muriel,,Goode-Trufant,,TRUE,Mayor,
NYC_GOID_000239,Local Conditional Release Commission,Local Conditional Release Commission,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/probation/about/local-conditional-release-commission.page,,,,,,,,,,,,,,,,,,,,,Local Conditional Release Commission,True,False,,,,,,,,
NYC_GOID_000240,New York City Loft Board,"Loft Board, New York City",Active,Advisory or Regulatory Organization,"The New York City Loft Board resolves issues regarding the legalization for residential use of buildings under the Board's jurisdiction (known as interim multiple dwellings or IMDs), adjudicates proceedings resulting from applications filed by IMD owners and tenants, and enforces minimum housing maintenance standards for IMD buildings.",https://www.nyc.gov/site/loftboard/index.page,,LOFT,,,,1982.0,"Martha Cruz, Esq",Executive Director,https://www.nyc.gov/site/loftboard/about/contact-us.page,,,Loft Board (LOFT),Loft Board (LOFT),,,,New York City Loft Board,,,Loft Board (LOFT),Loft Board,True,False,"Martha Cruz, Esq",Martha,,Cruz,Esq,,,
NYC_GOID_000241,Lower Manhattan Development Corporation,Lower Manhattan Development Corporation,Active,Public Benefit or Development Organization,,http://www.renewnyc.com/,,,,,,2001.0,,,,,,,,,,,,Lower Manhattan Development Corporation,,,Lower Manhattan Development Corporation,True,False,,,,,,,,
NYC_GOID_000242,Made in New York,Made in New York,Active,Nonprofit Organization,,https://www.madeinnyc.org/,,MINY,,,,2005.0,,,,,,,,,Made in New York (MINY),,,,,,,False,False,,,,,,,,
NYC_GOID_000243,Marshall Plan for Moms Task Force,Marshall Plan for Moms Task Force,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Marshall Plan for Moms Task Force,False,False,,,,,,,,
NYC_GOID_000244,Mayor's Advance Team,"Advance Team, Mayor's",Active,Mayoral Office,,,,,,002,,,Robert Bucknam III,Director,,,,,,,,,,,,,Mayor's Advance Team,True,True,Robert Bucknam III,Robert,,Bucknam,III,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000245,Mayor's Advisory Committee on the Judiciary,"Judiciary, Mayor's Advisory Committee on the",Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/macj/index.page,,,,,,1987.0,Ayanna Sorett,Executive Director,https://www.nyc.gov/site/macj/about/contact-acj.page,"In the January 2025 Org Chart this organization is called the ""Mayor's Judiciary Committee"".",,,,,,,,,,"Judiciary, Mayors Advisory Committee on the (MACJ)",Mayor's Advisory Committee on the Judiciary,True,True,Ayanna Sorett,Ayanna,,Sorett,,TRUE,Chief Counsel to the Mayor and City Hall,
NYC_GOID_000246,Deputy Mayor for Administration and Chief of Staff,"Administration and Chief of Staff, Deputy Mayor for",Active,Mayoral Office,,,,,,002,,,Camille Varlack,Chief of Staff,,"In the January 2025 Org Chart this position is called the ""Deputy Mayor for Administration and Chief of Staff"".",,,Office of the Chief of Staff,,,Mayor's Office Chief of Staff,,,,Mayor's Office - Chief of Staff,Mayor's Chief of Staff,True,True,Camille Joseph Varlack,Camille,,Joseph Varlack,,TRUE,Mayor,
NYC_GOID_000247,Mayor's Committee on City Marshals,"City Marshals, Mayor's Committee on",Active,Advisory or Regulatory Organization,"The Mayor's Committee on City Marshals establishes and publishes qualifying criteria for appointment to the office of City Marshal, recruits and receives names of candidates for that office, determines which candidates are best qualified to serve as City Marshals, and recommends qualified persons to the Mayor when there is a vacancy.",https://www.nyc.gov/site/marshals/index.page,,MCCM,,,,1980.0,Charles Destefano,Chair,https://www.nyc.gov/site/marshals/about/email-the-committee.page,,,Mayor's Committee on City Marshals (MCCM),Mayor's Committee on City Marshals (MCCM),,,,Mayor's Committee on City Marshals,,,Mayor's Committee on City Marshals (MCCM),Mayor's Committee on City Marshals,True,False,Andrew S. Rendeiro,Andrew,,Rendeiro,,,,
NYC_GOID_000248,Mayor's Fund to Advance New York City,Mayor's Fund to Advance New York City,Active,Nonprofit Organization,"The Mayor's Fund to Advance New York City was established in 1994 to serve as the umbrella not-for-profit corporation for the City of New York. The Mayor's Fund is a publicly supported, not-for-profit corporation, dedicated to working closely with the City of New York. As the City's 501(c)(3) not-for-profit corporation, the Mayor's Fund works with the City of New York to leverage public sector initiatives with private sector support. The Mayor's Fund to Advance New York City raises money to promote the general welfare of the City's residents and aid civic improvements. The Fund supports the work of many City Agencies including Education, Parks, Health, and Cultural Affairs, and raises funds for many quality of life initiatives.",https://www.nyc.gov/site/fund/index.page,,,,,,1994.0,Kate Smith,Executive Director,https://www.nyc.gov/site/fund/about/contact.page,,,Mayor's Fund to Advance NYC (Mayor's Fund),Mayor's Fund to Advance NYC (Mayor's Fund),,,,Mayor's Fund to Advance New York City,,,Mayor's Fund to Advance NYC (Mayor's Fund),Mayor's Fund to Advance NYC,False,True,Kate Smith,Kate,,Smith,,TRUE,Deputy Mayor for Strategic Initiatives,
NYC_GOID_000249,Mayor's Fund Board of Advisors,Mayor's Fund Board of Advisors,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/fund/index.page,,,,,,,Najma Ali Chermin,,,,,,,,,,,,,,Mayor's Fund Board of Advisors,True,False,,,Ali,,,,,
NYC_GOID_000251,Office of the Mayor,"Mayor, Office of the",Active,Elected Office,"Mayor Eric L. Adams took office on January 1, 2022. The Mayor's Office site features the biography of the 110th Mayor, as well as press releases, City Hall press conference videos and major addresses.",https://www.nyc.gov/office-of-the-mayor/index.page,Office of the Mayor of the City of New York;Mayor's Office,OM,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=NYC+Service,1665.0,Eric L. Adams,Mayor,https://www.nyc.gov/office-of-the-mayor/contact-the-mayor.page,,,Mayor's Office (OM); NYC Service,Mayor's Office (OM); NYC Service,,Office of the Mayor of New York City; NYC Service,Mayor's Office NYC Service,Mayor's Office; NYC Service,"Mayor, Office of the",Mayoralty,Mayor's Office (OM),Mayor's Office,True,True,Eric L. Adams,Eric,L.,Adams,,TRUE,,
NYC_GOID_000252,Mayor's Office for Economic Opportunity,"Economic Opportunity, Mayor's Office for",Active,Mayoral Office,"The Mayor's Office for Economic Opportunity (NYC Opportunity), formerly known as the Center for Economic Opportunity, was established by Mayor Bloomberg on December 18, 2006 to implement innovative ways to reduce poverty in New York City. NYC Opportunity uses evidence and innovation to reduce poverty and increase equity. We advance research, data and design in the City's program and policy development, service delivery, and budget decisions. NYC Opportunity's work includes analyzing existing anti-poverty approaches, developing new interventions, facilitating the sharing of data across City agencies, and rigorously assessing the impact of key initiatives.",https://www.nyc.gov/site/opportunity/index.page,,NYC OPPORTUNITY,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+for+Economic+Opportunity,2006.0,Carson Hicks,Executive Director,https://www.nyc.gov/site/opportunity/about/contact-us.page,,,Mayor's Office for Economic Opportunity,Mayor's Office for Economic Opportunity,Mayor's Office for Economic Opportunity,Mayor's Office for Economic Opportunity (NYC Opportunity),Mayor's Office for Economic Opportunity,Office for Economic Opportunity,,,Mayor's Office for Economic Opportunity,Mayor's Office for Economic Opportunity,True,True,Carson Hicks,Carson,,Hicks,,TRUE,Mayor's Office of Policy and Planning,
NYC_GOID_000253,Mayor's Office to End Domestic and Gender-Based Violence,"End Domestic and Gender-Based Violence, Mayor's Office to",Active,Mayoral Office,"The Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV) operates the NYC Family Justice Centers, formulates policies and programs, monitors service delivery, and performs outreach to raise awareness.",https://www.nyc.gov/site/ocdv/index.page,Mayor's Office to Combat Domestic Violence,ENDGBV,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+to+End+Domestic+and+Gender-Based+Violence+%28ENDGBV%29,2016.0,Saloni Sethi,Commissioner,https://www.nyc.gov/site/ocdv/about/contact-endgbv.page,,,Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),Mayor's Office to End Domestic and Gender-Based Violence,Office to End Domestic Violence and Gender-Based Violence,,,Mayor's Office to End Domestic and Gender-Based Violence (ENDGBV),Mayor's Office to End Domestic and Gender-Based Violence,True,True,Saloni Sethi,Saloni,,Sethi,,TRUE,Deputy Mayor for Health and Human Services,
NYC_GOID_000255,Mayor's Office for International Affairs,"International Affairs, Mayor's Office for",Active,Mayoral Office,The Mayor's Office for International Affairs is the first point of contact for foreign governments and the diplomatic community for any City-related requests or issues.,https://www.nyc.gov/site/international/index.page,,IA,,002,,1962.0,Edward Mermelstein,Commissioner,https://www.nyc.gov/site/international/contact/email-the-office.page,,,Mayor's Office for International Affairs (IA),Mayor's Office for International Affairs (IA),,Mayor's Office for International Affairs,Mayor's Office for International Affairs,Office of International Affairs,,,Mayor's Office For International Affairs (IA),Mayor's Office for International Affairs,True,True,Edward Mermelstein,Edward,,Mermelstein,,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000256,Mayor's Office of Media and Research Analysis,"Media and Research Analysis, Mayor's Office of",Active,Mayoral Office,,,,,,002,,,,,,,,,,,,,,,,,Mayor's Office -- Media and Research Analysis,False,True,,,,,,TRUE,Deputy Mayor for Communications,
NYC_GOID_000257,Mayor's Office for Nonprofit Services,"Nonprofit Services, Mayor's Office for",Active,Mayoral Office,,https://www.nyc.gov/site/nonprofits/index.page,Office of not-for-profit organization services;Mayor's Office of Nonprofits,NYC NONPROFITS,MONS,002,,,Michael Sedillo,Executive Director,https://www.nyc.gov/site/nonprofits/contact/contact.page,,,,,,Mayor's Office of Nonprofits (NYC NONPROFITS),Mayor's Office of Nonprofits,,,,"Nonprofit Services, Mayor's Office of (MONS)",Mayor's Office for Nonprofit Services,True,True,Michael Sedillo,Michael,,Sedillo,,TRUE,Deputy Mayor for Strategic Initiatives,
NYC_GOID_000258,Mayor's Office of Administrative Services,"Administrative Services, Mayor's Office of",Active,Mayoral Office,,,,,,002,,2023.0,Mir Bashar,Chief Administrative Officer,,,,,,,,,,,,,Mayor's Office of Administrative Services,True,True,Mir Bashar,Mir,,Bashar,,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000259,Mayor's Office of Animal Welfare,"Animal Welfare, Mayor's Office of",Active,Division,"The Office of Animal Welfare recognizes the exchange between human social justice issues, environmental sustainability, and animal welfare, and therefore aims to facilitate solutions that address the integrated nature of these problems.",https://www.nyc.gov/site/animalwelfare/index.page,,,,,,2019.0,Alexandra Silver,Director,https://www.nyc.gov/site/animalwelfare/about/contact-us.page,,,"Animal Welfare, NYC Mayor's Office of","Animal Welfare, NYC Mayor's Office of",,Office of Animal Welfare,,Office of Animal Welfare,,,"Animal Welfare, NYC Mayor's Office of",Mayor's Office of Animal Welfare,True,True,Alexandra Silver,Alexandra,,Silver,,TRUE,Mayor's Community Affairs Unit,
NYC_GOID_000260,Mayor's Office of Appointments,"Appointments, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Appointments (MOA) is dedicated to advancing the Mayor's vision of a diverse and inclusive team of senior leaders in city government, and charged with promoting equity, opportunity and excellence in policy making and the delivery of city services.",https://www.nyc.gov/content/appointments/pages/,,MOA,,002,,2009.0,Lisa Lashley,Director,Non-existant,,,"Appointments, Mayor's Office of (MOA)","Appointments, Mayor's Office of (MOA)",,Mayor's Office of Appointments (MOA),Mayor's Office of Appointments,Office of Appointments,,,"Appointments, Mayor's Office (MOA)",Mayor's Office of Appointments,True,True,Lisa Lashley,Lisa,,Lashley,,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000261,Mayor's Office of Citywide Events Coordination and Management,"Citywide Event Coordination and Management, Mayor's Office of",Active,Mayoral Office,"The Office of Citywide Event Coordination and Management (CECM) oversees all event permitting activity in New York City. CECM advises and assists the Mayor in the coordination of policies, plans, procedures, and operations common to the permitting, review, and coordination of street events and other permitted activities.",https://www.nyc.gov/site/cecm/index.page,,CECM,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Citywide+Event+Coordination+and+Management+%28CECM%29,2007.0,Dawn Tolson,Director,https://www.nyc.gov/site/cecm/about/contact-cecm.page,,,"Citywide Event Coordination and Management, Office of (CECM)","Citywide Event Coordination and Management, Office of (CECM)",Office of Citywide Event Coordination and Management (CECM),Mayor's Office of Citywide Event Coordination and Management (CECM),Mayor's Office of Citywide Event Coordination and Management,Office of Citywide Event Coordination and Management,,,"Citywide Event Coordination and Management, Office of (CECM)",Mayor's Office of Citywide Events Coordination & Management,True,True,Dawn Tolson,Dawn,,Tolson,,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000262,Mayor's Office of Climate and Environmental Justice,"Climate and Environmental Justice, Mayor's Office of",Active,Mayoral Office,"As a unit of the Mayor's Office, Climate Policy and Programs leads the City's program for integrated climate actions, and includes the Office of Recovery and Resiliency, the Office of Sustainability, the Office of Environmental Coordination, and the coordination of the OneNYC Program.",https://climate.cityofnewyork.us/,,MOCEJ,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Climate+and+Environmental+Justice+%28MOCEJ%29,2017.0,Elijah Hutchinson,Executive Director,https://climate.cityofnewyork.us/contact-us/,,,Mayor's Office of Climate and Environmental Justice,Mayor's Office of Climate and Environmental Justice,Mayor's Office of Climate and Environmental Justice (MOCEJ),Mayor's Office of Climate and Environmental Justice (MOCEJ),Mayor's Office of Climate and Environmental Justice,Office of Climate and Environmental Justice,,,Mayor's Office of Climate and Environmental Justice,Mayor's Office of Climate and Environmental Justice,True,True,Elijah Hutchinson,Elijah,,Hutchinson,,TRUE,Chief Climate Officer,
NYC_GOID_000263,Mayor's Office of Climate and Sustainability,"Climate and Sustainability, Mayor's Office of",Reorganized,Mayoral Office,,,,,,002,,,,,,,,,,,,,Mayor's Office of Sustainability,,,,,False,False,,,,,,,,
NYC_GOID_000264,Mayor's Office of Contract Services,"Contract Services, Mayor's Office of",Active,Mayoral Office,The Mayor's Office of Contract Services supervises and sustains the procurement activities of New York City's agencies.,https://www.nyc.gov/site/mocs/index.page,,MOCS,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Contract+Services+%28MOCS%29,,Lisa Flores,Director,https://www.nyc.gov/site/mocs/about/contact-mocs.page,,,"Contract Services, Mayor's Office of (MOCS)","Contract Services, Mayor's Office of (MOCS)",Mayor's Office of Contract Services (MOCS),Mayor's Office of Contract Services (MOCS),Mayor's Office of Contract Services,Mayor's Office of Contract Services,"Contract Services, Mayor's Office of",,"Contract Services, Mayor's Office of (MOCS)",Mayor's Office of Contract Services,True,True,Kim Yu,Kim,,Yu,,TRUE,Chief Counsel to the Mayor and City Hall,
NYC_GOID_000265,Mayor's Office of Correspondence,"Correspondence, Mayor's Office of",Active,Mayoral Office,,,,,,002,,,Dawn Baskerville,Director,,,,,,,,,,,,,Mayor's Office of Correspondence,True,True,Dawn Baskerville,Dawn,,Baskerville,,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000266,Mayor's Office of Criminal Justice,"Criminal Justice, Mayor's Office of",Active,Mayoral Office,"The the Mayor's Office of Criminal Justice (MOCJ) facilitates cooperation and partnerships among the agencies and actors involved in crime-fighting and criminal justice in New York City. In doing so, MOCJ works to ensure the fair and efficient functioning of the criminal justice system in New York City.",https://criminaljustice.cityofnewyork.us/,,MOCJ,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Criminal+Justice+%28MOCJ%29,1999.0,Deanna Logan,Director,https://criminaljustice.cityofnewyork.us/contact-us/,,,"Criminal Justice, Mayor's Office of","Criminal Justice, Mayor's Office of",Mayors Office of Criminal Justice (MOCJ),Mayor's Office of Criminal Justice (MOCJ),Mayor's Office of Criminal Justice,Office of Criminal Justice,,,"Criminal Justice, Mayor's Office of",Mayor's Office of Criminal Justice,True,True,Deanna Logan,Deanna,,Logan,,TRUE,Deputy Mayor for Public Safety,
NYC_GOID_000267,Mayor's Office of Equity and Racial Justice,"Equity and Racial Justice, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Equity (MOE) will help foster a fairer, and more equitable city through policy, practices, and programs across all City agencies and systems. As the City's first, centralized equity office, MOE is an integral component of Mayor Adam's vision to build a stronger and healthier city that delivers for all New Yorkers.",https://www.nyc.gov/site/equity/index.page,Mayor's Office of Equity,MOERJ,MOE,002,,2021.0,Sideya Sherman,Commissioner,https://www.nyc.gov/site/equity/contact/contact.page,,,Mayor's Office of Equity (MOE),Mayor's Office of Equity (MOE),,Mayor's Office of Equity (MOE),Mayor's Office of Equity,Office of Equity,,,Mayor's Office of Equity (MOE),Mayor's Office of Equity & Racial Justice,True,True,Sideya Sherman,Sideya,,Sherman,,TRUE,Deputy Mayor for Strategic Initiatives,
NYC_GOID_000268,Mayor's Office of Ethnic and Community Media,"Ethnic and Community Media, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Ethnic and Community Media facilitates connections between Ethnic and Community Media outlets, and City agencies, and Mayoral offices; advises the Mayor on communicating information to the public; oversees the Local Law 83 ECM advertising spending requirement; manages the citywide marketing directory, and publishes an annual report on advertising spending by Mayoral Agencies and for the Mayor and the Speaker.",https://www.nyc.gov/site/ethnicmedia/index.page,,MOECM,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Ethnic+and+Community+Media+%28MOECM%29,2021.0,Jd Michaels,Executive Director,https://www.nyc.gov/site/ethnicmedia/contact/contact.page,,,"Ethnic and Community Media, Mayor's Office of (MOECM)","Ethnic and Community Media, Mayor's Office of (MOECM)",Mayor's Office of Ethnic and Community Media (MOECM),Mayor's Office of Ethnic and Community Media (MOECM),Mayor's Office of Ethnic and Community Media,Office of Ethnic and Community Media,,,"Ethnic and Community Media, Mayor's Office of (MOECM)",Mayor's Office of Ethnic & Community Media,True,True,Jd Michaels,Jd,,Michaels,,TRUE,Deputy Mayor for Communications,
NYC_GOID_000269,Mayor's Office of Food Policy,"Food Policy, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/foodpolicy/index.page,,MOFP,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Food+Policy+%28MOFP%29,2007.0,Kate MacKenzie,Executive Director,https://www.nyc.gov/site/foodpolicy/about/contact.page,,,,,,,,,,,"Food Policy, Mayor's Office of",Mayor's Office of Food Policy,True,True,Kate MacKenzie,Kate,,MacKenzie,,TRUE,Deputy Mayor for Strategic Initiatives,
NYC_GOID_000270,Mayor's Office of Immigrant Affairs,"Immigrant Affairs, Mayor's Office of",Active,Mayoral Office,The Mayor's Office of Immigrant Affairs and Language Services promotes the interests and needs of immigrants and provides,https://www.nyc.gov/site/immigrants/index.page,,MOIA,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Immigrant+Affairs+%28MOIA%29,1985.0,Manuel Castro,Commissioner,https://www.nyc.gov/site/immigrants/about/contact-us.page,,,"Immigrant Affairs, Mayor's Office of (MOIA)","Immigrant Affairs, Mayor's Office of (MOIA)",Mayor's Office of Immigrant Affairs (MOIA),Mayor's Office of Immigrant Affairs (MOIA),Mayor's Office of Immigrant Affairs,Office of Immigrant Affairs,,,"Immigrant Affairs, Mayor's Office of (MOIA)",Mayor's Office of Immigrant Affairs,True,True,Manuel Castro,Manuel,,Castro,,TRUE,Deputy Mayor for Health and Human Services,
NYC_GOID_000271,Mayor's Office of Media and Entertainment,"Media and Entertainment, Mayor's Office of",Active,Mayoral Office,"The agency includes the Office of Film, Theatre and Broadcasting; NYC Digital, which works to realize NYC's potential as the world's leading digital city; and NYC Media, the City's official network.",https://www.nyc.gov/site/mome/index.page,,MOME,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Media+And+Entertainment+%28MOME%29,1966.0,Patricia Kaufman,Commissioner,https://www.nyc.gov/site/mome/about/email-the-commissioner.page,,,"Media and Entertainment, Mayor's Office of (MOME)","Media and Entertainment, Mayor's Office of (MOME)",Mayor's Office of Media And Entertainment (MOME),Mayor's Office of Media and Entertainment (MOME),Mayor's Office of Media and Entertainment,Office of Media and Entertainment,"Media and Entertainment, Mayor's Office of",,"Media and Entertainment, Mayor's Office of (MOME)",Mayor's Office of Media and Entertainment,True,True,Patricia Kaufman,Patricia,,Kaufman,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
