ChangeID,timestamp,record_id,record_name,column_changed,old_value,new_value,feedback_source,notes,reason,evidence_url,changed_by,RuleAction
20251124-2132_add-name-moa-v2_55,2025-11-24T16:32:00.557777,NYC_GOID_000237,Latin Media and Entertainment Commission,Name - MOA,,Latin Media and Entertainment Commission,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Latin Media and Entertainment Commission",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_56,2025-11-24T16:32:00.558054,NYC_GOID_000240,New York City Loft Board,Name - MOA,,Loft Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Loft Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_57,2025-11-24T16:32:00.558318,NYC_GOID_000241,Lower Manhattan Development Corporation,Name - MOA,,Lower Manhattan Development Corporation,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Lower Manhattan Development Corporation",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_58,2025-11-24T16:32:00.558587,NYC_GOID_000245,Mayor's Advisory Committee on the Judiciary,Name - MOA,,Mayor's Advisory Committee on the Judiciary,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Mayor's Advisory Committee on the Judiciary",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_59,2025-11-24T16:32:00.558851,NYC_GOID_000247,Mayor's Committee on City Marshals,Name - MOA,,Mayor's Committee on City Marshals,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Mayor's Committee on City Marshals",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_60,2025-11-24T16:32:00.559121,NYC_GOID_000248,Mayor's Fund to Advance New York City,Name - MOA,,Mayor's Fund to Advance New York,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Mayor's Fund to Advance New York",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_61,2025-11-24T16:32:00.559396,NYC_GOID_000299,Moynihan Station Development Corporation,Name - MOA,,Moynihan Station Development Corporation,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Moynihan Station Development Corporation",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_62,2025-11-24T16:32:00.559661,NYC_GOID_000310,New York City Tourism + Conventions,Name - MOA,,NYC & Co,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""NYC & Co",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_63,2025-11-24T16:32:00.559940,NYC_GOID_000316,New York City Employee Retirement System,Name - MOA,,New York City Employees' Retirement System (NYCERS) Board of Trustees,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""New York City Employees' Retirement System (NYCERS) Board of Trustees",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_64,2025-11-24T16:32:00.560209,NYC_GOID_000318,NYC Health + Hospitals,Name - MOA,,Health and Hospitals Corporation - Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Health and Hospitals Corporation - Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_65,2025-11-24T16:32:00.560480,NYC_GOID_000320,New York City Housing Authority Board,Name - MOA,,New York City Housing Authority Board (NYCHA),NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""New York City Housing Authority Board (NYCHA)",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_66,2025-11-24T16:32:00.560755,NYC_GOID_000324,New York City Panel on Climate Change,Name - MOA,,New York City Panel on Climate Change,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""New York City Panel on Climate Change",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_67,2025-11-24T16:32:00.561027,NYC_GOID_000330,New York City Transit Riders Council,Name - MOA,,Transit Riders Council - NYC Transit Authority Advisory Council,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Transit Riders Council - NYC Transit Authority Advisory Council",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_68,2025-11-24T16:32:00.561292,NYC_GOID_000335,New York Public Library,Name - MOA,,New York Public Library,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""New York Public Library",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_69,2025-11-24T16:32:00.561565,NYC_GOID_000354,Office of Collective Bargaining,Name - MOA,,Board of Collective Bargaining (Office of Collective Bargaining),NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Board of Collective Bargaining (Office of Collective Bargaining)",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_70,2025-11-24T16:32:00.561848,NYC_GOID_000377,Office of Payroll Administration,Name - MOA,,Office of Payroll Adminstration - Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Office of Payroll Adminstration - Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_71,2025-11-24T16:32:00.562114,NYC_GOID_000387,Panel on Educational Policy,Name - MOA,,Panel on Education Policy,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Panel on Education Policy",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_72,2025-11-24T16:32:00.562380,NYC_GOID_000390,New York City Police Pension Fund,Name - MOA,,Police Department Pension Fund,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Police Department Pension Fund",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_73,2025-11-24T16:32:00.562648,NYC_GOID_000392,Procurement Policy Board,Name - MOA,,Procurement Policy Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Procurement Policy Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_74,2025-11-24T16:32:00.562916,NYC_GOID_000394,Prospect Park Alliance,Name - MOA,,Prospect Park Alliance - Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Prospect Park Alliance - Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_75,2025-11-24T16:32:00.563187,NYC_GOID_000397,Public Design Commission,Name - MOA,,Public Design Commission,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Public Design Commission",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_76,2025-11-24T16:32:00.563462,NYC_GOID_000402,Queens Public Library,Name - MOA,,Queens Borough Public Library - Board of Trustees,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Queens Borough Public Library - Board of Trustees",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_77,2025-11-24T16:32:00.563731,NYC_GOID_000405,Randall's Island Park Alliance,Name - MOA,,"Randall's Island Park Alliance, Inc.",NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Randall's Island Park Alliance, Inc.",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_78,2025-11-24T16:32:00.564001,NYC_GOID_000408,Rent Guidelines Board,Name - MOA,,Rent Guidelines Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Rent Guidelines Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_79,2025-11-24T16:32:00.564266,NYC_GOID_000414,Roosevelt Island Operating Corporation,Name - MOA,,Roosevelt Island Operating Corporation - Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Roosevelt Island Operating Corporation - Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_80,2025-11-24T16:32:00.564536,NYC_GOID_000416,School Construction Authority,Name - MOA,,School Construction Authority - Board of Trustees,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""School Construction Authority - Board of Trustees",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_81,2025-11-24T16:32:00.564810,NYC_GOID_000418,Senior Advisory Council,Name - MOA,,Senior Advisory Council,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Senior Advisory Council",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_82,2025-11-24T16:32:00.565092,NYC_GOID_000424,Soil and Water Conservation District,Name - MOA,,Soil & Water Conservation District Board - Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Soil & Water Conservation District Board - Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_83,2025-11-24T16:32:00.565358,NYC_GOID_000427,State Fire Prevention and Building Code Council,Name - MOA,,State Fire Prevention and Building Code Council,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""State Fire Prevention and Building Code Council",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_84,2025-11-24T16:32:00.565638,NYC_GOID_000430,Sustainability Advisory Board,Name - MOA,,OneNYC,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""OneNYC",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_85,2025-11-24T16:32:00.565904,NYC_GOID_000436,New York City Taxi and Limousine Commission,Name - MOA,,Taxi and Limousine Commission; Taxi and Limousine Commission Advisory Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Taxi and Limousine Commission; Taxi and Limousine Commission Advisory Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_86,2025-11-24T16:32:00.566183,NYC_GOID_000437,Teachers' Retirement System of City of New York,Name - MOA,,Teachers' Retirement Board - Teachers' Retirement System,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Teachers' Retirement Board - Teachers' Retirement System",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_87,2025-11-24T16:32:00.566447,NYC_GOID_000442,Theater Subdistrict Council Local Development Corporation,Name - MOA,,"Theater Subdistrict Council, LDC",NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Theater Subdistrict Council, LDC",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_88,2025-11-24T16:32:00.566717,NYC_GOID_000448,Trust for Cultural Resources,Name - MOA,,Trust for Cultural Resources,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Trust for Cultural Resources",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_89,2025-11-24T16:32:00.566991,NYC_GOID_000449,Trust for Governors Island,Name - MOA,,Governors Island Corp. / Trust for Governors Island,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Governors Island Corp. / Trust for Governors Island",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_90,2025-11-24T16:32:00.567260,NYC_GOID_000452,United Nations Development Corporation,Name - MOA,,United Nations Development Corporations,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""United Nations Development Corporations",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_91,2025-11-24T16:32:00.567524,NYC_GOID_000458,Voter Assistance Advisory Committee,Name - MOA,,Voter Assistance Advisory Committee,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Voter Assistance Advisory Committee",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_92,2025-11-24T16:32:00.567792,NYC_GOID_000459,New York City Water Board,Name - MOA,,Water Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Water Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_93,2025-11-24T16:32:00.568059,NYC_GOID_000460,Waterfront Management Advisory Board,Name - MOA,,Waterfront Management Advisory Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Waterfront Management Advisory Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_94,2025-11-24T16:32:00.568330,NYC_GOID_000461,Workforce Development Board,Name - MOA,,Workforce Development Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Workforce Development Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_95,2025-11-24T16:32:00.568599,NYC_GOID_000464,National September 11 Memorial and Museum,Name - MOA,,World Trade Center Memorial Foundation - Board of Directors National September 11 Memorial and Museum at the WTC,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""World Trade Center Memorial Foundation - Board of Directors National September 11 Memorial and Museum at the WTC",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_96,2025-11-24T16:32:00.568865,NYC_GOID_000476,Metropolitan Transportation Authority,Name - MOA,,Metropolitan Transportation Authority Board of Directors,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Metropolitan Transportation Authority Board of Directors",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_97,2025-11-24T16:32:00.569134,NYC_GOID_100013,Archival Review Board,Name - MOA,,Archival Review Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Archival Review Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_98,2025-11-24T16:32:00.569399,NYC_GOID_100014,Build NYC Resource Corporation,Name - MOA,,Build NYC Resource Corporation,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Build NYC Resource Corporation",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_99,2025-11-24T16:32:00.569665,NYC_GOID_100016,Cultural Affairs Advisory Commission,Name - MOA,,Cultural Affairs Advisory Commission - Department of Cultural Affairs,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Cultural Affairs Advisory Commission - Department of Cultural Affairs",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_100,2025-11-24T16:32:00.569931,NYC_GOID_100023,Tax Appeals Tribunal,Name - MOA,,Tax Appeals Tribunal - Office of Administrative Tax Appeals,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Tax Appeals Tribunal - Office of Administrative Tax Appeals",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_101,2025-11-24T16:32:00.570200,NYC_GOID_100024,New York City Tax Commission,Name - MOA,,Tax Commission - Office of Administrative Tax Appeals,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Tax Commission - Office of Administrative Tax Appeals",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_102,2025-11-24T16:32:00.570463,NYC_GOID_100025,Young Men's Initiative Advisory Board,Name - MOA,,Young Men's Initiative Advisory Board,NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Young Men's Initiative Advisory Board",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
20251124-2132_add-name-moa-v2_103,2025-11-24T16:32:00.570732,NYC_GOID_100026,Youth Board,Name - MOA,,Youth Board (DYCD),NYCGO_phase2_edits_to_make_20251118.csv,"Set to ""Youth Board (DYCD)",MOA crosswalk mapping - exact name from MOA appointments page,https://www.nyc.gov/content/appointments/pages/boards-commissions,Claude Code,direct_set
