ChangeID,timestamp,record_id,record_name,column_changed,old_value,new_value,feedback_source,notes,changed_by,RuleAction
v0_10_198,2025-06-27T13:04:34.092399,NYC_GOID_000061,Bronx Museum of the Arts,PrincipalOfficerTitle,,Interim Co-Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Interim Co-Director""",v0_10_recovery_run,direct_set
v0_10_199,2025-06-27T13:04:34.092618,NYC_GOID_000062,Brooklyn Academy of Music,PrincipalOfficerFullName,,Tamara McCaw,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Tamara McCaw""",v0_10_recovery_run,direct_set
v0_10_200,2025-06-27T13:04:34.093189,NYC_GOID_000062,Brooklyn Academy of Music,PrincipalOfficerTitle,,Interim Chief Executive Officer,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Interim Chief Executive Officer""",v0_10_recovery_run,direct_set
v0_10_201,2025-06-27T13:04:34.093409,NYC_GOID_000063,Brooklyn Botanic Garden,PrincipalOfficerFullName,,Adrian Benepe,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Adrian Benepe""",v0_10_recovery_run,direct_set
v0_10_202,2025-06-27T13:04:34.093947,NYC_GOID_000063,Brooklyn Botanic Garden,PrincipalOfficerTitle,,President and CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President and CEO""",v0_10_recovery_run,direct_set
v0_10_203,2025-06-27T13:04:34.094166,NYC_GOID_000064,Brooklyn Children's Museum,PrincipalOfficerFullName,,Atiba T. Edwards,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Atiba T. Edwards""",v0_10_recovery_run,direct_set
v0_10_204,2025-06-27T13:04:34.094703,NYC_GOID_000064,Brooklyn Children's Museum,PrincipalOfficerTitle,,President and CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President and CEO""",v0_10_recovery_run,direct_set
v0_10_205,2025-06-27T13:04:34.094928,NYC_GOID_100015,Center for Brooklyn History,PrincipalOfficerFullName,,Lexy Mayers,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Lexy Mayers""",v0_10_recovery_run,direct_set
v0_10_206,2025-06-27T13:04:34.095468,NYC_GOID_100015,Center for Brooklyn History,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_207,2025-06-27T13:04:34.095693,NYC_GOID_000127,Council for Airport Opportunity,PrincipalOfficerFullName,,Andrew Campbell,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Andrew Campbell""",v0_10_recovery_run,direct_set
v0_10_208,2025-06-27T13:04:34.096230,NYC_GOID_000127,Council for Airport Opportunity,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_209,2025-06-27T13:04:34.096454,NYC_GOID_000100,City University Construction Fund,PrincipalOfficerFullName,,Mohamed Attalla,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Mohamed Attalla""",v0_10_recovery_run,direct_set
v0_10_210,2025-06-27T13:04:34.096991,NYC_GOID_000100,City University Construction Fund,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_211,2025-06-27T13:04:34.097212,NYC_GOID_000133,Deferred Compensation Board,PrincipalOfficerFullName,,Sharon Lukacs,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Sharon Lukacs""",v0_10_recovery_run,direct_set
v0_10_212,2025-06-27T13:04:34.097785,NYC_GOID_000133,Deferred Compensation Board,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_213,2025-06-27T13:04:34.098019,NYC_GOID_000181,Educational Construction Fund,PrincipalOfficerFullName,,Jennifer Maldonado,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jennifer Maldonado""",v0_10_recovery_run,direct_set
v0_10_214,2025-06-27T13:04:34.098661,NYC_GOID_000181,Educational Construction Fund,PrincipalOfficerTitle,,Chief Executive Officer,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chief Executive Officer""",v0_10_recovery_run,direct_set
v0_10_215,2025-06-27T13:04:34.098906,NYC_GOID_000067,El Museo del Barrio,PrincipalOfficerFullName,,Patrick Charpenel,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Patrick Charpenel""",v0_10_recovery_run,direct_set
v0_10_216,2025-06-27T13:04:34.099579,NYC_GOID_000067,El Museo del Barrio,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_217,2025-06-27T13:04:34.099840,NYC_GOID_000182,Environmental Control Board,PrincipalOfficerFullName,,Asim Rehman,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Asim Rehman""",v0_10_recovery_run,direct_set
v0_10_218,2025-06-27T13:04:34.100400,NYC_GOID_000182,Environmental Control Board,PrincipalOfficerTitle,,Chairperson (Commissioner & Chief Administrative Law Judge),NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chairperson (Commissioner & Chief Administrative Law Judge)""",v0_10_recovery_run,direct_set
v0_10_219,2025-06-27T13:04:34.100648,NYC_GOID_000183,Environmental Justice Advisory Board,PrincipalOfficerFullName,,Peggy Shepard,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Peggy Shepard""",v0_10_recovery_run,direct_set
v0_10_220,2025-06-27T13:04:34.101245,NYC_GOID_000183,Environmental Justice Advisory Board,PrincipalOfficerTitle,,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_recovery_run,direct_set
v0_10_221,2025-06-27T13:04:34.101496,NYC_GOID_000068,Flushing Council on Culture and the Arts / Flushing Town Hall,PrincipalOfficerFullName,,Ellen Kodadek,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Ellen Kodadek""",v0_10_recovery_run,direct_set
v0_10_222,2025-06-27T13:04:34.102548,NYC_GOID_000068,Flushing Council on Culture and the Arts / Flushing Town Hall,PrincipalOfficerTitle,,Executive and Artistic Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive and Artistic Director""",v0_10_recovery_run,direct_set
v0_10_223,2025-06-27T13:04:34.102924,NYC_GOID_000198,Fund for Public Schools,PrincipalOfficerFullName,,Stephen Cockrell,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Stephen Cockrell""",v0_10_recovery_run,direct_set
v0_10_224,2025-06-27T13:04:34.103552,NYC_GOID_000198,Fund for Public Schools,PrincipalOfficerTitle,,Chief Executive Officer,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chief Executive Officer""",v0_10_recovery_run,direct_set
v0_10_225,2025-06-27T13:04:34.103791,NYC_GOID_000201,Get Stuff Built Advisory Board,PrincipalOfficerFullName,,Robert Holbrook,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Robert Holbrook""",v0_10_recovery_run,direct_set
v0_10_226,2025-06-27T13:04:34.104350,NYC_GOID_000201,Get Stuff Built Advisory Board,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_227,2025-06-27T13:04:34.104580,NYC_GOID_000206,Greenbelt Conservancy,PrincipalOfficerFullName,,Steven Cain,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Steven Cain""",v0_10_recovery_run,direct_set
v0_10_228,2025-06-27T13:04:34.105128,NYC_GOID_000206,Greenbelt Conservancy,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_229,2025-06-27T13:04:34.105364,NYC_GOID_000214,HIV/AIDS Services Advisory Board,PrincipalOfficerFullName,,Guillermo Chacón,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Guillermo Chacón""",v0_10_recovery_run,direct_set
v0_10_230,2025-06-27T13:04:34.107009,NYC_GOID_000214,HIV/AIDS Services Advisory Board,PrincipalOfficerTitle,,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_recovery_run,direct_set
v0_10_231,2025-06-27T13:04:34.107295,NYC_GOID_000219,Hudson River Valley Greenway Communities Council,PrincipalOfficerFullName,,Andy Kitzmann,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Andy Kitzmann""",v0_10_recovery_run,direct_set
v0_10_232,2025-06-27T13:04:34.107946,NYC_GOID_000219,Hudson River Valley Greenway Communities Council,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_233,2025-06-27T13:04:34.108205,NYC_GOID_000074,Museum of Jewish Heritage,PrincipalOfficerFullName,,Jack Kliger,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jack Kliger""",v0_10_recovery_run,direct_set
v0_10_234,2025-06-27T13:04:34.109050,NYC_GOID_000074,Museum of Jewish Heritage,PrincipalOfficerTitle,,President & CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President & CEO""",v0_10_recovery_run,direct_set
v0_10_235,2025-06-27T13:04:34.109317,NYC_GOID_000073,Museum of the City of New York,PrincipalOfficerFullName,,Stephanie Hill Wilchfort,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Stephanie Hill Wilchfort""",v0_10_recovery_run,direct_set
v0_10_236,2025-06-27T13:04:34.109889,NYC_GOID_000073,Museum of the City of New York,PrincipalOfficerTitle,,Ronay Menschel Director and President,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Ronay Menschel Director and President""",v0_10_recovery_run,direct_set
v0_10_237,2025-06-27T13:04:34.110135,NYC_GOID_000076,Museum of the Moving Image,PrincipalOfficerFullName,,Aziz Isham,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Aziz Isham""",v0_10_recovery_run,direct_set
v0_10_238,2025-06-27T13:04:34.110691,NYC_GOID_000076,Museum of the Moving Image,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_239,2025-06-27T13:04:34.110916,NYC_GOID_000079,New York City Center,PrincipalOfficerFullName,,Michael S. Rosenberg,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Michael S. Rosenberg""",v0_10_recovery_run,direct_set
v0_10_240,2025-06-27T13:04:34.111451,NYC_GOID_000079,New York City Center,PrincipalOfficerTitle,,President & CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President & CEO""",v0_10_recovery_run,direct_set
v0_10_241,2025-06-27T13:04:34.111681,NYC_GOID_000314,New York City Districting Commission,PrincipalOfficerFullName,,Dennis Walcott,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Dennis Walcott""",v0_10_recovery_run,direct_set
v0_10_242,2025-06-27T13:04:34.112221,NYC_GOID_000314,New York City Districting Commission,PrincipalOfficerTitle,,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_recovery_run,direct_set
v0_10_243,2025-06-27T13:04:34.112446,NYC_GOID_000330,New York City Transit Riders Council,PrincipalOfficerFullName,,Andrew Albert,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Andrew Albert""",v0_10_recovery_run,direct_set
v0_10_244,2025-06-27T13:04:34.113028,NYC_GOID_000330,New York City Transit Riders Council,PrincipalOfficerTitle,,NYCTRC Chair & MTA Board Member,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""NYCTRC Chair & MTA Board Member""",v0_10_recovery_run,direct_set
v0_10_245,2025-06-27T13:04:34.113274,NYC_GOID_000333,New York Community Trust Distribution Committee,PrincipalOfficerFullName,,Jamie Drake,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jamie Drake""",v0_10_recovery_run,direct_set
v0_10_246,2025-06-27T13:04:34.113850,NYC_GOID_000333,New York Community Trust Distribution Committee,PrincipalOfficerTitle,,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_recovery_run,direct_set
v0_10_247,2025-06-27T13:04:34.114084,NYC_GOID_000080,New York Hall of Science,PrincipalOfficerFullName,,Lisa J. Gugenheim,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Lisa J. Gugenheim""",v0_10_recovery_run,direct_set
v0_10_248,2025-06-27T13:04:34.114721,NYC_GOID_000080,New York Hall of Science,PrincipalOfficerTitle,,CEO and President,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""CEO and President""",v0_10_recovery_run,direct_set
v0_10_249,2025-06-27T13:04:34.114969,NYC_GOID_100020,Office of the Inspector General for the NYPD,PrincipalOfficerFullName,,Jeanene Barrett,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jeanene Barrett""",v0_10_recovery_run,direct_set
v0_10_250,2025-06-27T13:04:34.115648,NYC_GOID_100020,Office of the Inspector General for the NYPD,PrincipalOfficerTitle,,Inspector General,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Inspector General""",v0_10_recovery_run,direct_set
v0_10_251,2025-06-27T13:04:34.115917,NYC_GOID_100017,Office of Nightlife,PrincipalOfficerFullName,,Jeffrey Garcia,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jeffrey Garcia""",v0_10_recovery_run,direct_set
v0_10_252,2025-06-27T13:04:34.116542,NYC_GOID_100017,Office of Nightlife,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_253,2025-06-27T13:04:34.116824,NYC_GOID_000391,Primary Care Development Corporation,PrincipalOfficerFullName,,Louise Cohen,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Louise Cohen""",v0_10_recovery_run,direct_set
v0_10_254,2025-06-27T13:04:34.117590,NYC_GOID_000391,Primary Care Development Corporation,PrincipalOfficerTitle,,CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""CEO""",v0_10_recovery_run,direct_set
v0_10_255,2025-06-27T13:04:34.117867,NYC_GOID_000081,PS 1 Contemporary Art Center,PrincipalOfficerFullName,,Connie Butler,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Connie Butler""",v0_10_recovery_run,direct_set
v0_10_256,2025-06-27T13:04:34.119080,NYC_GOID_000081,PS 1 Contemporary Art Center,PrincipalOfficerTitle,,The Agnes Gund Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""The Agnes Gund Director""",v0_10_recovery_run,direct_set
v0_10_257,2025-06-27T13:04:34.119382,NYC_GOID_000083,Queens Botanical Garden,PrincipalOfficerFullName,,Evie Hantzopoulos,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Evie Hantzopoulos""",v0_10_recovery_run,direct_set
v0_10_258,2025-06-27T13:04:34.120065,NYC_GOID_000083,Queens Botanical Garden,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_259,2025-06-27T13:04:34.120299,NYC_GOID_000084,Queens Museum,PrincipalOfficerFullName,,Sally Tallant,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Sally Tallant""",v0_10_recovery_run,direct_set
v0_10_260,2025-06-27T13:04:34.120850,NYC_GOID_000084,Queens Museum,PrincipalOfficerTitle,,President and Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President and Executive Director""",v0_10_recovery_run,direct_set
v0_10_261,2025-06-27T13:04:34.121074,NYC_GOID_000085,Queens Theatre in the Park,PrincipalOfficerFullName,,Taryn Sacramone,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Taryn Sacramone""",v0_10_recovery_run,direct_set
v0_10_262,2025-06-27T13:04:34.121623,NYC_GOID_000085,Queens Theatre in the Park,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_263,2025-06-27T13:04:34.121844,NYC_GOID_000086,Snug Harbor Cultural Center and Botanical Garden,PrincipalOfficerFullName,,Jessica Baker Vodoor,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jessica Baker Vodoor""",v0_10_recovery_run,direct_set
v0_10_264,2025-06-27T13:04:34.122434,NYC_GOID_000086,Snug Harbor Cultural Center and Botanical Garden,PrincipalOfficerTitle,,President & CEO,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President & CEO""",v0_10_recovery_run,direct_set
v0_10_265,2025-06-27T13:04:34.122665,NYC_GOID_000087,Staten Island Children's Museum,PrincipalOfficerFullName,,Dina Rosenthal,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Dina Rosenthal""",v0_10_recovery_run,direct_set
v0_10_266,2025-06-27T13:04:34.123205,NYC_GOID_000087,Staten Island Children's Museum,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_267,2025-06-27T13:04:34.123427,NYC_GOID_000088,Staten Island Historical Society,PrincipalOfficerFullName,,Jessica B. Phillips,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Jessica B. Phillips""",v0_10_recovery_run,direct_set
v0_10_268,2025-06-27T13:04:34.124048,NYC_GOID_000088,Staten Island Historical Society,PrincipalOfficerTitle,,Chief Executive Officer,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chief Executive Officer""",v0_10_recovery_run,direct_set
v0_10_269,2025-06-27T13:04:34.124305,NYC_GOID_000089,Staten Island Museum,PrincipalOfficerFullName,,Janice Monger,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Janice Monger""",v0_10_recovery_run,direct_set
v0_10_270,2025-06-27T13:04:34.124882,NYC_GOID_000089,Staten Island Museum,PrincipalOfficerTitle,,President & Chief Executive Officer,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President & Chief Executive Officer""",v0_10_recovery_run,direct_set
v0_10_271,2025-06-27T13:04:34.125110,NYC_GOID_000090,Staten Island Zoological Society,PrincipalOfficerFullName,,Ken Mitchell,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Ken Mitchell""",v0_10_recovery_run,direct_set
v0_10_272,2025-06-27T13:04:34.125649,NYC_GOID_000090,Staten Island Zoological Society,PrincipalOfficerTitle,,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_273,2025-06-27T13:04:34.125871,NYC_GOID_100024,New York City Tax Commission,PrincipalOfficerFullName,,Robert J. Firestone,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Robert J. Firestone""",v0_10_recovery_run,direct_set
v0_10_274,2025-06-27T13:04:34.126400,NYC_GOID_100024,New York City Tax Commission,PrincipalOfficerTitle,,President,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President""",v0_10_recovery_run,direct_set
v0_10_275,2025-06-27T13:04:34.126619,NYC_GOID_000452,United Nations Development Corporation,PrincipalOfficerFullName,,Robert Cole,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Robert Cole""",v0_10_recovery_run,direct_set
v0_10_276,2025-06-27T13:04:34.127166,NYC_GOID_000452,United Nations Development Corporation,PrincipalOfficerTitle,,Executive Vice President & General Counsel,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Vice President & General Counsel""",v0_10_recovery_run,direct_set
v0_10_277,2025-06-27T13:04:34.127404,NYC_GOID_000456,Veterans Advisory Board,PrincipalOfficerFullName,,Wendy McClinton,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Wendy McClinton""",v0_10_recovery_run,direct_set
v0_10_278,2025-06-27T13:04:34.127936,NYC_GOID_000456,Veterans Advisory Board,PrincipalOfficerTitle,,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_recovery_run,direct_set
v0_10_279,2025-06-27T13:04:34.128161,NYC_GOID_000092,Wave Hill,PrincipalOfficerFullName,,Ray B. Oladapo-Johnson,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Ray B. Oladapo-Johnson""",v0_10_recovery_run,direct_set
v0_10_280,2025-06-27T13:04:34.128736,NYC_GOID_000092,Wave Hill,PrincipalOfficerTitle,,President & Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""President & Executive Director""",v0_10_recovery_run,direct_set
v0_10_281,2025-06-27T13:04:34.128967,NYC_GOID_000025,Board of Standards and Appeals,PrincipalOfficerFullName,Shampa Chanda,Carlo Costanza,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Carlo Costanza""",v0_10_recovery_run,direct_set
v0_10_282,2025-06-27T13:04:34.129510,NYC_GOID_000025,Board of Standards and Appeals,PrincipalOfficerTitle,Chair,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_283,2025-06-27T13:04:34.129747,NYC_GOID_000042,Campaign Finance Board,PrincipalOfficerFullName,Frederick Schaffer,Paul Seamus Ryan,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Paul Seamus Ryan""",v0_10_recovery_run,direct_set
v0_10_284,2025-06-27T13:04:34.130463,NYC_GOID_000042,Campaign Finance Board,PrincipalOfficerTitle,Chair,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_285,2025-06-27T13:04:34.130795,NYC_GOID_000050,Charter Revision Commission,PrincipalOfficerFullName,"Richard R. Buery, Jr.",Alec Schierenbeck,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Alec Schierenbeck""",v0_10_recovery_run,direct_set
v0_10_286,2025-06-27T13:04:34.131490,NYC_GOID_000050,Charter Revision Commission,PrincipalOfficerTitle,Chair,Executive Director,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Executive Director""",v0_10_recovery_run,direct_set
v0_10_287,2025-06-27T13:04:34.131740,NYC_GOID_000247,Mayor's Committee on City Marshals,PrincipalOfficerFullName,Charles Destefano,Andrew S. Rendeiro,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Andrew S. Rendeiro""",v0_10_recovery_run,direct_set
v0_10_288,2025-06-27T13:04:34.132292,NYC_GOID_000247,Mayor's Committee on City Marshals,PrincipalOfficerTitle,Chair,Chair,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Chair""",v0_10_recovery_run,direct_set
v0_10_289,2025-06-27T13:04:34.132521,NYC_GOID_000392,Procurement Policy Board,PrincipalOfficerFullName,Guillermo Chacon,Guillermo Chacón,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""Guillermo Chacón""",v0_10_recovery_run,direct_set
v0_10_290,2025-06-27T13:04:34.133727,NYC_GOID_100024,New York City Tax Commission,Acronym,TAX,TAXCOMM,NYCGO_v0_9_Edits_to_Implement.csv,"Set to ""TAXCOMM""",v0_10_recovery_run,direct_set
