record_id,name,name_alphabetized,operational_status,organization_type,description,url,alternate_or_former_names,acronym,alternate_or_former_acronyms,budget_code,open_datasets_url,founding_year,principal_officer_first_name,principal_officer_last_name,principal_officer_title,principal_officer_contact_url,in_org_chart,reports_to
NYC_GOID_000356,Mayor's Office of Community Mental Health,"Community Mental Health, Mayor's Office of",Active,Mayoral Office,The Mayor's Office of Community Mental Health promotes mental health for all New Yorkers.  The office works to ensure New Yorkers get the mental health treatment they need and fewer mental health needs become crises.,https://mentalhealth.cityofnewyork.us/,,,OCMH,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Community+Mental+Health+%28OCMH%29,2019.0,Michael,Appleton,Director,https://mentalhealth.cityofnewyork.us/contact-us,True,Deputy Mayor for Health and Human Services
NYC_GOID_000361,Office of Emerging Markets,"Innovation and Emerging Markets, Mayor's Office of",Active,Mayoral Office,,,,,,2.0,,2023.0,,,,,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000362,Office of Engagement,"Engagement, Mayor's Office of",Active,Mayoral Office,,,,,,2.0,,2022.0,,,,,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000363,Office of Environmental Coordination,"Environmental Coordination, Mayor's Office of",Active,Mayoral Office,MOEC's mission is to be a resource for city agencies and private applicants by providing information and assistance in completing the environmental review process and to help the city to lead by example in applying state-of-the-art green building requirements.,https://www.nyc.gov/site/oec/index.page,,MOEC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Environmental+Coordination+%28MOEC%29,2011.0,Hilary,Semel,Director,https://www.nyc.gov/site/oec/about/email-the-director.page,True,Mayor's Office of Climate and Environmental Justice
NYC_GOID_000364,Office of Environmental Remediation,"Environmental Remediation, Mayor's Office of",Active,Mayoral Office,"The Office of Environmental Remediation (OER) is responsible for the implementation of the brownfield cleanup and redevelopment initiatives outlined in PlaNYC, the City's comprehensive sustainability plan, to support environmental cleanup and economic redevelopment. In August 2010, Mayor Bloomberg launched the New York City Brownfield Cleanup Program (NYC BCP), the nation's first municipal cleanup program, which offers oversight and liability protection to developers and property owners for sites with light to moderate contamination. OER's Brownfield Incentive Grant (BIG) program provides financial incentives and technical support to developers and community organizations. OER also directs the NYC E-Designation Review Program for Hazardous Materials, Air Quality, and Noise and conducts brownfield educational workshops and outreach activities to support meaningful community engagement in brownfields redevelopment.",https://www.nyc.gov/site/oer/index.page,,OER,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Environmental+Remediation+%28OER%29,2010.0,Shaminder,Chawla,Director,https://www.nyc.gov/site/oer/contact/contact-form.page,True,Mayor's Office of Climate and Environmental Justice
NYC_GOID_000371,Office of Labor Relations,"Labor Relations, Office of",Active,Mayoral Office,The Office of Labor Relations represents the Mayor in all labor relations between the City of New York and labor organizations representing employees of the City. The Office Commissioner also administers a variety of programs for City Employees.,https://www1.nyc.gov/site/olr/index.page,,OLR,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Labor+Relations+%28OLR%29,1990.0,Renee,Campion,Commissioner,https://www.nyc.gov/site/olr/about/about-contact-olr.page,True,Chief Counsel to the Mayor and City Hall
NYC_GOID_000374,Office of Management and Budget,"Management and Budget, Mayor's Office of",Active,Mayoral Office,OMB is responsible for preparing the Mayor's Preliminary and Executive Budgets and advises the Mayor on issues affecting the City's fiscal health and the efficiency of City services and programs.,https://www.nyc.gov/site/omb/index.page,,OMB,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Management+%26+Budget+%28OMB%29,1927.0,Jacques,Jiha,Director,https://www.nyc.gov/site/omb/contact/contact.page,True,Mayor's Office
NYC_GOID_000377,Office of Payroll Administration,"Payroll Administration, Office of",Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/opa/index.page,,OPA,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Payroll+Administration+%28OPA%29,1898.0,Neil,Matthew,,https://www.nyc.gov/site/opa/about/email-the-office.page,True,Mayor's Office;Comptroller
NYC_GOID_000380,Office of Scheduling and Executive Operations,"Scheduling and Executive Operations, Office of",Active,Mayoral Office,,,,,,,,2007.0,Robert,Sarver,Director,,True,Deputy Mayor for Administration and Chief of Staff
NYC_GOID_000382,Office of Technology and Innovation,"Technology and Innovation, Office of",Active,Mayoral Office,"The Office of Technology and Innovation (OTI) creates tech-based solutions for a more effective, future-ready New York City. We make services work better across all sectors, from emergency services to benefits screening. We pool combined expertise from across the City to get stuff done for all New Yorkers.",https://www.nyc.gov/content/oti/pages/,Department of Information Technology and Telecommunications,OTI,DoITT,858.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Technology+and+Innovation+%28OTI%29,2022.0,Matthew,Fraser,Chief Technology Officer (CTO),https://www.nyc.gov/content/oti/pages/email-the-chief-technology-officer,True,Mayor's Office
NYC_GOID_000389,Police Department,Police Department,Active,Mayoral Agency,"The Police Department (NYPD) is committed to providing, with the utmost integrity and respect, a safe and secure environment for the public. The personnel assigned to the Department's 76 precincts, 12 Transit Districts, nine Housing Police Service Areas and other investigative and specialized units, protect life and deter crime while responding to emergency calls and impartially enforcing the law.",https://www.nyc.gov/site/nypd/index.page,,NYPD,,56.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Police+Department+%28NYPD%29,1845.0,Jessica,Tisch,Commissioner,https://www.nyc.gov/site/nypd/about/about-nypd/email-the-commissioner.page,True,Deputy Mayor for Public Safety
NYC_GOID_000392,Procurement Policy Board,Procurement Policy Board,Active,Advisory or Regulatory Organization,"The Procurement Policy Board (PPB) is authorized to promulgate rules governing the procurement of goods, services, and construction by the City of New York under Chapter 13 of the Charter of the City of New York.",https://www.nyc.gov/site/mocs/regulations/ppb.page,,PPB,,,,1989.0,Guillermo,Chacon,Chair,,True,Mayor's Office;Comptroller
NYC_GOID_000396,Public Advocate,"Public Advocate, Office of the",Active,Elected Office,"The Office of Public Advocate for the City of New York is a citywide elected position in New York City, which is first in line to succeed the Mayor. The office serves as a direct link between the electorate and city government, effectively acting as an ombudsman, or ""watchdog,"" for New Yorkers by providing oversight for city agencies, investigating citizens' complaints about city services and making proposals to address perceived shortcomings or failures of those services.",https://advocate.nyc.gov/,,PUB ADV,,101.0,,1989.0,Jumaane,Williams,Public Advocate,https://advocate.nyc.gov/intake,True,The People of the City of New York
NYC_GOID_000397,Public Design Commission,Public Design Commission,Active,Advisory or Regulatory Organization,"Established in 1898 as the Art Commission, New York City's design review agency was renamed the Design Commission in July 2008 to better reflect its mission. The Design Commission reviews permanent works of art, architecture and landscape architecture proposed on or over City-owned property. The Commission also acts as caretaker and curator of the City's public art collection and maintains an extensive archive documenting the history of New York City's public works.",https://www.nyc.gov/site/designcommission/index.page,Art Commission,PDC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Public+Design+Commission+%28PDC%29,1898.0,Sreoshy,Banerjea,Executive Director,"https://www.nyc.gov/site/designcommission/about/contact-pdc/contact.page#:~:text=For%20delivery%20of%20models%20or,788%2D3071%20to%20make%20arrangements.",True,Deputy Mayor of Housing Economic and Workforce Development
NYC_GOID_000416,School Construction Authority,School Construction Authority,Active,Public Benefit or Development Organization,"The School Construction Authority (SCA) is the one agency accountable for new school construction and major renovations to older schools. SCA is responsible for all capital planning, budgeting, design, and operations. SCA coordinates the development of the Department of Education's Five-Year Capital Plan, selects and acquires sites for new schools, leases buildings for schools and supervises conversion of administrative space for classroom use.",https://www.nycsca.org/,,SCA,,44.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=School+Construction+Authority+%28SCA%29,1988.0,Nina,Kubota,President and CEO,https://www.nycsca.org/Footer/Contact-Us,True,Deputy Mayor for Operations
NYC_GOID_000436,Taxi and Limousine Commission,Taxi and Limousine Commission,Active,Mayoral Agency,"The TLC was created in 1971, and is the agency responsible for the regulation and licensing of 200,000 yellow medallion taxicabs and for-hire vehicles, their drivers & their supporting businesses.",https://www.nyc.gov/site/tlc/index.page,,TLC,,156.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Taxi+and+Limousine+Commission+%28TLC%29&,1971.0,David,Do,Commissioner,https://www.nyc.gov/nyc-resources/mail/tlc-email-the-commissioner.page,True,Deputy Mayor for Operations
NYC_GOID_000468,Young Men's Initiative,Young Men's Initiative,Active,Mayoral Office,"The NYC Young Men's Initiative (YMI) is a cross-agency enterprise that is culmination of 18 months of work, begun when New York City committed to finding new ways to tackle the crisis affecting its young Black and Latino men. The City pledged to invest a combination of public and private funds to support new programs and policies designed to address disparities between young Black and Latino men and their peers across numerous outcomes related to education, health, employment and the criminal justice system.",https://www.nyc.gov/site/ymi/index.page,,YMI,,,,2011.0,Nathifa,Forde,Executive Director,https://www.nyc.gov/site/ymi/contact/contact.page,True,Mayor's Office of Equity and Racial Justice
NYC_GOID_100001,Borough Boards,Borough Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,True,Office of the Borough President of The Bronx;Office of the Borough President of Brooklyn;Office of the Borough President of Manhattan;Office of the Borough President of Queens;Office of the Borough President of Staten Island
NYC_GOID_100002,Office of the Special Narcotics Prosecutor,"Special Narcotics Prosecutor, Office of the",Active,Division,,,,,,,,,Bridget,Brennan,Special Narcotics Prosecutor,,True,Bronx County District Attorney's Office;Brooklyn District Attorney's Office;Manhattan District Attorney's Office;Queens District Attorney's Office;Office of the District Attorney Richmond County
NYC_GOID_100003,Unity Project,Unity Project,Active,Division,,https://www.nyc.gov/content/unityproject/pages/,NYC Unity Project,UP,,,,2017.0,Ronald,Porcelli,Director,https://www.nyc.gov/content/unityproject/pages/contact,True,Mayor's Office of Equity and Racial Justice
NYC_GOID_100004,NYC HER Future,NYC HER Future,Active,Division,,https://www.nyc.gov/content/nycherfuture/pages/,,,,,,,Nathifa,Forde,Executive Director,https://www.nyc.gov/content/nycherfuture/pages/get-involved,True,Mayor's Office of Equity and Racial Justice
NYC_GOID_100005,Sheriff,Sheriff,Active,Division,,https://www.nyc.gov/site/finance/sheriff-courts/sheriff.page,NYC Sheriff,,,,,,Anthony,Miranda,Sheriff,https://www.nyc.gov/site/finance/about/contact-us.page,True,Department of Finance
NYC_GOID_100006,Mayor's Office of Urban Agriculture,"Urban Agriculture, Mayor's Office of",Active,Division,,https://www1.nyc.gov/site/agriculture/index.page,,,,,,2022.0,Qiana,Mickie,Director,https://www.nyc.gov/site/agriculture/contact/contact.page,True,Mayor's Office of Climate and Environmental Justice
NYC_GOID_100007,Director of Communications,"Communications, Director of",Active,Mayoral Office,,,,,,,,,Kate,Smart,Director,,True,Deputy Mayor for Communications
NYC_GOID_100008,Office of Creative Communications,"Creative Communications, Office of",Active,Mayoral Office,,,,,,,,,Caroline,Rubinstein-Willis,Associate Director for Digital Communications,,True,Deputy Mayor for Communications
NYC_GOID_100009,Office of the City Clerk,"City Clerk, Office of the",Active,Division,,https://www.cityclerk.nyc.gov/content/,,,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+the+City+Clerk+%28OCC%29,,Michael,McSweeney,City Clerk and Clerk of the Council,,True,City Council
NYC_GOID_100010,Cyber Command,Cyber Command,Active,Division,,https://www.nyc.gov/content/oti/pages/meet-the-team/cyber-command,NYC Cyber Command,NYC3,,,,2017.0,Kelly,Moan,Chief Information Security Officer,https://www.nyc.gov/content/oti/pages/email-the-chief-technology-officer,True,Office of Technology and Innovation
NYC_GOID_100011,Office of Data Analytics,"Data Analytics, Office of",Active,Division,,https://www.nyc.gov/content/oti/pages/data-analytics,Mayor's Office of Data Analytics,ODA,MODA,,,2013.0,Martha,Norrick,Chief Analytics Officer,https://www.nyc.gov/content/oti/pages/email-the-chief-technology-officer,True,Office of Technology and Innovation
NYC_GOID_100012,Office of Information Privacy,"Information Privacy, Office of",Active,Division,,https://www.nyc.gov/content/oti/pages/meet-the-team/information-privacy,,OIP,MOIP,,,2022.0,Michael,Fitzpatrick,Chief Privacy Officer,https://www.nyc.gov/content/oti/pages/email-the-chief-technology-officer,True,Office of Technology and Innovation
NYC_GOID_300201,Bronx Community Board 1,"Community Board 01, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb1/index.page,,CB,,,,1951,Clarisa,Alayeto,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300210,Bronx Community Board 10,"Community Board 10, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb10/index.page,,CB,,,,1951,Joseph,Russo,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300209,Bronx Community Board 9,"Community Board 09, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.nyc.gov/html/bxcb9/html/home/home.shtml,,CB,,,,1951,Mohammed,Mujumder,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300206,Bronx Community Board 6,"Community Board 06, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbbronx.cityofnewyork.us/cb6/,,CB,,,,1951,Evonne,Capers,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300501,Staten Island Community Board 1,"Community Board 01, Staten Island",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.nyc.gov/sicb1,,CB,,,,1951,Nicholas,Siclari,Chair,,True,Office of the Borough President of Staten Island
NYC_GOID_300401,Queens Community Board 1,"Community Board 01, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb1/index.page,,CB,,,,1951,Marie,Torniali,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300307,Brooklyn Community Board 7,"Community Board 07, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www1.nyc.gov/site/brooklyncb7/index.page,,CB,,,,1951,Julio,Peña,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300106,Manhattan Community Board 6,"Community Board 06, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://cbsix.org/,,CB,,,,1951,Sandra,McKee,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300305,Brooklyn Community Board 5,"Community Board 05, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www.brooklyncb5.org/,,CB,,,,1951,Alice,Lowman,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300402,Queens Community Board 2,"Community Board 02, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb2/index.page,,CB,,,,1951,Anatole,Ashraf,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300303,Brooklyn Community Board 3,"Community Board 03, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/brooklyncb3/index.page,,CB,,,,1951,Anthony,Buissereth,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300306,Brooklyn Community Board 6,"Community Board 06, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www1.nyc.gov/site/brooklyncb6/index.page,,CB,,,,1951,Eric,McClure,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300404,Queens Community Board 4,"Community Board 04, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb4/index.page,,CB,,,,1951,Marialena,Giampino,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300502,Staten Island Community Board 2,"Community Board 02, Staten Island",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/statenislandcb2/index.page,,CB,,,,1951,Fred,Guinta,Chair,,True,Office of the Borough President of Staten Island
NYC_GOID_300304,Brooklyn Community Board 4,"Community Board 04, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/brooklyncb4/index.page,,CB,,,,1951,Robert,Camacho,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300203,Bronx Community Board 3,"Community Board 03, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb3/index.page,,CB,,,,1951,Frederick,Crawford,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300308,Brooklyn Community Board 8,"Community Board 08, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www.brooklyncb8.org/,,CB,,,,1951,Irsa,Weatherspoon,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300102,Manhattan Community Board 2,"Community Board 02, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbmanhattan.cityofnewyork.us/cb2/,,CB,,,,1951,Susan,Kent,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300311,Brooklyn Community Board 11,"Community Board 11, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.brooklyncb11.org/,,CB,,,,1951,Laurie,Windsor,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300112,Manhattan Community Board 12,"Community Board 12, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbmanhattan.cityofnewyork.us/cb12/,,CB,,,,1951,Eleazar,Bueno,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300212,Bronx Community Board 12,"Community Board 12, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb12/index.page,,CB,,,,1951,Beatriz,Coronel,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300414,Queens Community Board 14,"Community Board 14, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb14/index.page,,CB,,,,1951,Dolores,Orr,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300314,Brooklyn Community Board 14,"Community Board 14, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.cb14brooklyn.com/,,CB,,,,1951,Jo,Brown,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300101,Manhattan Community Board 1,"Community Board 01, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www1.nyc.gov/site/manhattancb1/index.page,,CB,,,,1951,Tammy,Meltzer,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300211,Bronx Community Board 11,"Community Board 11, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb11/index.page,,CB,,,,1951,Bernadette,Ferrara,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300104,Manhattan Community Board 4,"Community Board 04, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbmanhattan.cityofnewyork.us/cb4/,,CB,,,,1951,Jessica,Chait,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300103,Manhattan Community Board 3,"Community Board 03, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.nyc.gov/manhattancb3,,CB,,,,1951,Andrea,Gordillo,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300412,Queens Community Board 12,"Community Board 12, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb12/index.page,,CB,,,,1951,Carlene,Thorbs,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300317,Brooklyn Community Board 17,"Community Board 17, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbbrooklyn.cityofnewyork.us/cb17/,,CB,,,,1951,Rodrick,Daley,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300316,Brooklyn Community Board 16,"Community Board 16, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/brooklyncb16/index.page,,CB,,,,1951,Genese,Morgan,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300405,Queens Community Board 5,"Community Board 05, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb5/index.page,,CB,,,,1951,Vincent,Arcuri,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300312,Brooklyn Community Board 12,"Community Board 12, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.brooklyncb12.org/,,CB,,,,1951,Yidel,Perlstein,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300313,Brooklyn Community Board 13,"Community Board 13, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www1.nyc.gov/site/brooklyncb13/index.page,,CB,,,,1951,Lucy,Diaz,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300410,Queens Community Board 10,"Community Board 10, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb10/index.page,,CB,,,,1951,Elizabeth,Braton,Chair,,True,Office of the Borough President of Queens
