RecordID,Column,GoldenValue,SourceValue
NYC_GOID_000191,Description,"As first responders to fires, public safety and medical emergencies, disasters and terrorist acts, FDNY protects the lives and property of New York City residents and visitors.",
NYC_GOID_000194,Description,,"Organization dedicated to preserving, restoring, and maintaining the natural, historic, and cultural integrity of Flushing Meadows-Corona Park."
NYC_GOID_000195,Description,,The Food Service Establishment Advisory Board advises the Commissioner of the Department of Health and Mental Hygiene on matters related to the food service establishment sanitary inspection program and its effects.
NYC_GOID_000196,Description,,"The Forest Park Trust is a non-profit organization that supports the Forest and Highland Park Administrator’s Office in its effort to develop, maintain and secure funding in order to advance the future of Forest Park as a major recreational, environmental, educational and cultural facility for the residents of the surrounding areas and all of New York City. Through the Trust and Administration’s joint efforts, capital dollars are secured to renovate park facilities and landscaped areas."
NYC_GOID_000197,Description,,The board establishes procedures for granting concessions through public bidding or by other means designed to ensure a competitive and fair process.
NYC_GOID_000199,Description,,"The task force will recommend citywide goals for talent and workforce development, articulate best practices and establish a framework for evaluating public investments, and recommend actions to drive better employment outcomes for NYC residents."
NYC_GOID_000200,Description,,"An advisory board to study gender and racial equity in healthcare and inequities related to gender and race at hospitals in New York city, and to analyze factors and social determinants leading to such inequities."
NYC_GOID_000201,Description,,Get Stuff Built Advisory Board Members provide their expertise in the implementation of the Get Stuff Built initiative.
NYC_GOID_000202,Description,,"The Gracie Mansion Conservancy is a private not-for-profit corporation established in 1981 to preserve, maintain and enhance Gracie Mansion – one of the oldest surviving wood structures in Manhattan and a member of the Historic House Trust. The Conservancy’s mission is to raise funds to restore the historic structure and acquire furnishings that illustrate the rich history of New York; improve the surrounding landscape and gardens; and provide educational services, including publications and tours.

The Board of Directors shall direct the management of the operations, property, affairs, and concerns of
the Corporation consistent with the provisions of these By-laws and the Certificate of Incorporation."
NYC_GOID_000202,Description,,"The Gracie Mansion Conservancy is a private not-for-profit corporation established in 1981 to preserve, maintain and enhance Gracie Mansion – one of the oldest surviving wood structures in Manhattan and a member of the Historic House Trust. The Conservancy’s mission is to raise funds to restore the historic structure and acquire furnishings that illustrate the rich history of New York; improve the surrounding landscape and gardens; and provide educational services, including publications and tours.

The Board of Directors shall direct the management of the operations, property, affairs, and concerns of
the Corporation consistent with the provisions of these By-laws and the Certificate of Incorporation."
NYC_GOID_000203,Description,,"Non-profit arm of the Gracie Mansion Conservancy, tasked with identifying partners to help uphold, restore, and preserve the historical landmark Gracie Mansion.  This is a sub-committee of the Gracie Mansion Conservancy."
NYC_GOID_000205,Description,,"The City will work with our private, public, and nonprofit partners to meet the demands of the climate crisis, protect New Yorkers, and grow the green economy. We will work to build an equitable green economy, ensuring New Yorkers can get adequate training to enter high[1]growth sectors and access family-sustaining wages. We will implement this action plan alongside a newly formed Green Economy Advisory Council composed of leading community, business, and nonprofit stakeholders. The Council stakeholders are critical players in NYC’s green economy and around the globe, and are making flagship commitments of their own to address the climate crisis and capture economic opportunity."
NYC_GOID_000206,Description,,"The Greenbelt Conservancy is a not-for-profit organization founded in 1989 dedicated to promoting conservation of the Greenbelt by working in partnership with NYC Parks to oversee the operation, administration and public use of the 2,800-acres of public and private Greenbelt parkland, the largest of NYC’s 5 flagship parks. Specifically, it promotes, sustains and enhances the land through education, recreation, conservation and research efforts. In addition, it is also responsible for the prudent management of its financial resources that benefit the Greenbelt."
NYC_GOID_000208,Description,,"GrowNYC (previously The Council on the Environment of New York City), is a hands-on non-profit which improves New York City's quality of life through environmental programs that transform communities and empower all New Yorkers to secure a clean and healthy environment for future generations. Members serving on the council also serve on GrowNYC whose Greenmarkets program organizes and manages farmers markets throughout the city."
NYC_GOID_000209,Description,,"The Handschu Guidelines are set of rules governing investigations of terrorism and other potentially unlawful political activity. On January 7th, 2016, it was announced that the guidelines will be changed to include an Independent Civilian Representative."
NYC_GOID_000212,Description,,"Conducts any special reviews, studies, investigations, or analyses of the administration of personnel in the Health & Hospitals Corporation."
NYC_GOID_000213,Description,,"The Council is responsible for developing spending priorities and allocating Ryan White CARE Act Part A funds based on the needs of the ever-changing HIV/AIDS epidemic.  The Council is a coalition of persons living with HIV/AIDS, care givers, governmental representatives, and community members."
NYC_GOID_000214,Description,,"HIV/AIDS services are administered by the HIV/AIDS Services Administration’s (HASA) Board, part of the HRA’s Office of Special Services. HASA expedites access to essential benefits and social services needed by persons living with AIDS or clinical symptomatic HIV illness and their families. The Board’s role is advisory and does not make policy recommendations regarding the distribution of city funds, grants or contracts. The Board is charged with formulating and recommending to the HRA Commissioner policies and procedures for overseeing and monitoring the delivery of services to persons with clinical/symptomatic HIV illness or AIDS which may include quality assurance measurements. The Board shall submit such recommended policy or procedure to the Mayor and the Council upon submission to the Commissioner."
NYC_GOID_000215,Description,"The New York City Housing Development Corporation (HDC) seeks to increase the supply of multi-family housing, stimulate economic growth and revitalize neighborhoods by financing the creation and preservation of affordable housing for low- , moderate- , and middle-income New Yorkers.","A corporate governmental agency constituted as a public benefit corp. and established under Article XII, Private Housing Finance Law to encourage investment in private capital through low-interest mortgage loans and provide safe and sanitary dwellings for families and persons whose housing needs can’t be met by private enterprise."
NYC_GOID_000216,Description,"Using a variety of preservation, development, and enforcement strategies, the Department of Housing Preservation and Development (HPD) strives to improve the availability, affordability, and quality of housing in New York City. As the nation's largest municipal housing agency, HPD works with private, public, and community partners to strengthen neighborhoods and enable more New Yorkers to become homeowners or to rent well-maintained, affordable housing.",
NYC_GOID_000217,Description,"The Mayor's Office of Housing Recovery Operations (HRO), was created to assist homeowners, landlords, renters, and tenants affected by Hurricane Sandy within the five boroughs. The program offers multiple pathways of assistance, including: property rehabilitation or reconstruction, reimbursement for repair work already carried out, and acquisition of homes. The primary goal of the program is to make Sandy-affected New Yorkers and communities safer and more resilient.",
NYC_GOID_000218,Description,,"The Trust is a public benefit corporation with authority over the planning, design, construction, operation and maintenance of the 550 acre Hudson River Park on the west side of Manhattan."
NYC_GOID_000219,Description,,"Conducts scientific, environmental, economic, tourism, and cultural studies within the valley that are germane to the greenway criteria."
NYC_GOID_000220,Description,"The Hudson Yards Infrastructure Corporation is a local development corporation created in 2005 by the City of New York to finance certain property acquisition and infrastructure work, including the extension of the No. 7 subway line, as part of the development of the Hudson Yards Financing District.","The Corporation's mission is to promote economic development and growth on the west side of mid-town Manhattan and conduct its activities in a cost-effective and efficient manner. The Corporation works diligently and cooperatively with the Hudson Yards Development Corporation, the Metropolitan Transportation Authority, and the City towards completion of the Project."
NYC_GOID_000220,Description,"The Hudson Yards Infrastructure Corporation is a local development corporation created in 2005 by the City of New York to finance certain property acquisition and infrastructure work, including the extension of the No. 7 subway line, as part of the development of the Hudson Yards Financing District.",
NYC_GOID_000222,Description,"The Independent Budget Office provides non-partisan budgetary, economic, and policy analysis for New York City residents and elected officials, and increases the visibility of the budget process.",
NYC_GOID_000224,Description,,"Encourages economic development throughout the five boroughs and assists in the retention of existing jobs as well as creation and attraction of new ones.  NYCIDA programs are discretionary and provide companies with access to triple tax-exempt bond financing and/or tax benefits to acquire or create capital assets, such as purchasing real estate, constructing or renovating facilities, and acquiring new equipment."
NYC_GOID_000226,Description,"The Mayor's Office of Intergovernmental Affairs coordinates the City's interaction with state and federal Legislative Affairs offices, as well as the offices of the City Comptroller, Public Advocate, and Borough Presidents. The office keeps the Mayor and the Deputy Mayor for Operations informed about intergovernmental issues and is the liaison between the City and other governments, seeking to foster constructive links between the Administration and these entities.",
NYC_GOID_000230,Description,,A board to control and manage the property and affairs of the JBRPC Corporation
NYC_GOID_000231,Description,,"The Jamaica Bay Task Force shall provide advice & recommendations in a biannual report to the city with respect to the Jamaica bay clean-up and resiliency project.  Such report shall be transmitted to the mayor, the speaker of the city council, the Jamaica Bay Science and Resilience Institute and other relevant entities in a form and manner to be determined by such task force."
NYC_GOID_000232,Description,,"Members of the newly formed council will focus on all issues affecting Jewish New Yorkers, including public safety, quality of life, and education, and will ensure Jewish communities across New York City are connected with all of the city’s resources and services available. Chaired by Joel Eisdorfer, senior advisor to Mayor Adams, the council will be comprised of 37 members and will convene regularly to discuss issues affecting the city’s Jewish community."
NYC_GOID_000233,Description,,"The advisory board will advise and provide recommendations to the Mayor, the City Council, and ACS on issues related to juvenile justice, including, but not limited to:
1. Risk factors associated with criminal behavior among youth and interventions to prevent such behavior;
2. The availability of community-based services directed at youth, including justice-involved youth, and their families that effectively prevent youth involvement in criminal behavior and aid in the re-entry and transition from juvenile detention or another court-ordered placement facility to the community. Such services include educational and mental health services, including services that address trauma, family support, and vocation;
3. The availability and efficacy of academic and vocational programming for youth in detention or another court-ordered placement in connection with a juvenile delinquency proceeding;
4. Challenges faced by youth upon discharge from detention or another court-ordered placement in connection with a juvenile delinquency proceeding; and
5. The particular challenges faced by justice-involved youth in foster care."
NYC_GOID_000235,Description,,A not-for-profit corporation that is a local development corporation.
NYC_GOID_000236,Description,"The Landmarks Preservation Commission protects and preserves the historically and architecturally significant neighborhoods, buildings and sites that tell the collective story of New York City.","The Landmarks Preservation Commission designates, preserves, and monitors landmarks and historic districts in NYC."
NYC_GOID_000237,Description,,"To establish and maintain New York City as the preeminent municipality for the creation and dissemination of Latin cultural content in the arts, music and entertainment spaces.  LMEC will leverage partnerships with media and entertainment industry, executives, professional associations and government to attract and retain major Latin media events in New York City; cultivate the next generation of New York City-based Latin media and entertainment professionals; promote enhanced Spanish language content on mainstream and emerging media platforms and expand the audience for premier Latin cultural content in New York City."
NYC_GOID_000238,Description,"The Law Department is the attorney for the City, City agencies and certain non- City agencies and pension boards, and is in charge of litigation and other legal matters involving the City and its interests.",
NYC_GOID_000239,Description,,"Such commission shall have the powers, duties, and composition as set forth in article 12 of the correction law or any successor statute. They hold the power and duty of determining which persons sentenced within the city of New York may be released on conditional release and under what conditions."
NYC_GOID_000240,Description,"The New York City Loft Board resolves issues regarding the legalization for residential use of buildings under the Board's jurisdiction (known as interim multiple dwellings or IMDs), adjudicates proceedings resulting from applications filed by IMD owners and tenants, and enforces minimum housing maintenance standards for IMD buildings.",The Loft Board oversees the legislation and regulation of loft buildings which have been converted to residential use.
NYC_GOID_000241,Description,,The Lower Manhattan Development Corporation (LMDC) is a joint State-City corporation formed by the Governor and Mayor to oversee the rebuilding and revitalization of Lower Manhattan.
NYC_GOID_000243,Description,,"The Marshall Plan for Moms Task Foce will, based on a consideration of data from the previous five years, study, and develop recommendations regarding, how to support working mothers, other parents, and caregivers, with a focus that will include the impact of providing recurring direct cash payments to working mothers, other parents, and caregivers; the impact on working mothers, other parents, and caregivers of providing a comprehensive paid family leave policy for all employees in the city; recommendations on how to best support working mothers, other parents, and caregivers in the workforce; recommendations for workplaces regarding policies and best practices for supporting employees who are mothers, other parents, and caregivers; access to rent relief, public assistance, and financial support, and any barriers to such relief and assistance; the role of the child care industry, including both infrastructure needs and support for individuals working in the child care industry; and access to culturally sensitive, affordable, and quality healthcare, including, but not limited to mental health services."
NYC_GOID_000245,Description,,"Submits recommendations to the Mayor for judicial appointments to Criminal Court, Family Court, and for interim appointments to Civil Court"
NYC_GOID_000247,Description,"The Mayor's Committee on City Marshals establishes and publishes qualifying criteria for appointment to the office of City Marshal, recruits and receives names of candidates for that office, determines which candidates are best qualified to serve as City Marshals, and recommends qualified persons to the Mayor when there is a vacancy.","The Committee's four functions are to (1) establish and publish qualifying criteria for appointment to the office of City marshal,
(2) recruit and receive names of candidates for that office, (3) determine which of the qualified candidates are best qualified to
serve as City marshals, and (4) recommend to the Mayor up to three qualified persons for appointment to the office of City
marshal upon the occurrence of a vacancy. Mayoral Executive Order No. 44, February 13, 1980. By law, the Committee's
proceedings, records, and communications, including all applications submitted to it, are confidential and exempt from public
disclosure."
NYC_GOID_000248,Description,"The Mayor's Fund to Advance New York City was established in 1994 to serve as the umbrella not-for-profit corporation for the City of New York. The Mayor's Fund is a publicly supported, not-for-profit corporation, dedicated to working closely with the City of New York. As the City's 501(c)(3) not-for-profit corporation, the Mayor's Fund works with the City of New York to leverage public sector initiatives with private sector support. The Mayor's Fund to Advance New York City raises money to promote the general welfare of the City's residents and aid civic improvements. The Fund supports the work of many City Agencies including Education, Parks, Health, and Cultural Affairs, and raises funds for many quality of life initiatives.",
NYC_GOID_000249,Description,,"The Mayor's Fund to Advance New York City is a 501(c) (3) nonprofit organization that serves as the primary vehicle for New York City's business, foundational and philanthropic communities to engage city government, contribute to public programs and enhance our city's ability to serve its residents.Chaired by First Lady Chirlane McCray, the Mayor's Fund's current areas of focus include mental health, youth workforce development, and immigration and citizenship."
NYC_GOID_000251,Description,"Mayor Eric L. Adams took office on January 1, 2022. The Mayor's Office site features the biography of the 110th Mayor, as well as press releases, City Hall press conference videos and major addresses.",
NYC_GOID_000252,Description,"The Mayor's Office for Economic Opportunity (NYC Opportunity), formerly known as the Center for Economic Opportunity, was established by Mayor Bloomberg on December 18, 2006 to implement innovative ways to reduce poverty in New York City. NYC Opportunity uses evidence and innovation to reduce poverty and increase equity. We advance research, data and design in the City's program and policy development, service delivery, and budget decisions. NYC Opportunity's work includes analyzing existing anti-poverty approaches, developing new interventions, facilitating the sharing of data across City agencies, and rigorously assessing the impact of key initiatives.",
NYC_GOID_000255,Description,The Mayor's Office for International Affairs is the first point of contact for foreign governments and the diplomatic community for any City-related requests or issues.,
NYC_GOID_000259,Description,"The Office of Animal Welfare recognizes the exchange between human social justice issues, environmental sustainability, and animal welfare, and therefore aims to facilitate solutions that address the integrated nature of these problems.",
NYC_GOID_000260,Description,"The Mayor's Office of Appointments (MOA) is dedicated to advancing the Mayor's vision of a diverse and inclusive team of senior leaders in city government, and charged with promoting equity, opportunity and excellence in policy making and the delivery of city services.",
NYC_GOID_000261,Description,"The Office of Citywide Event Coordination and Management (CECM) oversees all event permitting activity in New York City. CECM advises and assists the Mayor in the coordination of policies, plans, procedures, and operations common to the permitting, review, and coordination of street events and other permitted activities.",
NYC_GOID_000262,Description,"As a unit of the Mayor's Office, Climate Policy and Programs leads the City's program for integrated climate actions, and includes the Office of Recovery and Resiliency, the Office of Sustainability, the Office of Environmental Coordination, and the coordination of the OneNYC Program.",
NYC_GOID_000264,Description,The Mayor's Office of Contract Services supervises and sustains the procurement activities of New York City's agencies.,
NYC_GOID_000266,Description,"The the Mayor's Office of Criminal Justice (MOCJ) facilitates cooperation and partnerships among the agencies and actors involved in crime-fighting and criminal justice in New York City. In doing so, MOCJ works to ensure the fair and efficient functioning of the criminal justice system in New York City.",
NYC_GOID_000267,Description,"The Mayor's Office of Equity (MOE) will help foster a fairer, and more equitable city through policy, practices, and programs across all City agencies and systems. As the City's first, centralized equity office, MOE is an integral component of Mayor Adam's vision to build a stronger and healthier city that delivers for all New Yorkers.",
NYC_GOID_000270,Description,The Mayor's Office of Immigrant Affairs and Language Services promotes the interests and needs of immigrants and provides,
NYC_GOID_000271,Description,"The agency includes the Office of Film, Theatre and Broadcasting; NYC Digital, which works to realize NYC's potential as the world's leading digital city; and NYC Media, the City's official network.",
NYC_GOID_000272,Description,"Mayor's Office of M/WBEs is focused on fostering the success of minority- and women-owned businesses and coordinating the work of other City offices, including the Mayor's Office of Contract Services and the Department of Small Business Services, that administer the City's M/WBE programs. Through this office, the City is increasing agency accountability and ensuring access for businesses that want to contract with the City. The office also serves as a one-stop-shop for M/WBEs to connect with various City agencies.",
NYC_GOID_000274,Description,"The Mayor's Office of Operations oversees the daily operations of City agencies, provides them with technical assistance and consulting services, and coordinates the streamlining and restructuring of City government.",
NYC_GOID_000277,Description,"The Mayor's Office of Special Enforcement (OSE) is an innovative, solutions-oriented task force that ensures NYC communities are safe from harmful illegal and unregulated industries that one agency and one set of enforcement tools alone can't address. Our multi-agency enforcement team devises strategic solutions'ranging from public education to enforcement action'to complex problems.",
NYC_GOID_000279,Description,"The NYC Mayor's Office of Sports, Wellness & Recreation (MOSWR) manages and oversees The Mayor's Cup brand and events, and identifies innovative, practical, and quality programs that positively impact youth and communities.",
NYC_GOID_000280,Description,The Mayor's Office of Strategic Partnerships (OSP) serves as the central entry point for strategic partnerships across City government and aligns common goals of the private and public sector to enhance New York City's ability to serve its residents.,
NYC_GOID_000284,Description,MOPD works hand-in-hand with other City agencies to assure that the voice of the disabled community is represented and that City programs and policies address the needs of people with disabilities.,
NYC_GOID_000293,Description,"The Mayor's Public Engagement Unit (PEU) proactively connects New Yorkers to key City services, like housing and healthcare.",
NYC_GOID_000297,Description,,"The advisory workgroup shall undertake a review of the actions and measures  that  are  necessary to provide safe, adequate, efficient, and reliable transportation within the city of New York and the metropolitan commuter transportation district within any available resources and shall review and make recommendations to the governor, the temporary president of the senate, the speaker of the assembly, the mayor of the city of New York, and the Metropolitan Transportation Authority."
NYC_GOID_000299,Description,,"Created to finance and manage the redevelopment of the James A. Farley Post Office building into the new Pennsylvania Station.  Project was renamed in 2003 for Senator Daniel Patrick Moynihan.  This is a State corporation, with federal oversight requirements."
NYC_GOID_000307,Description,,Provide recommendations regarding any problems or potential improvements with respect to municipal voting
NYC_GOID_000308,Description,"The New York City Municipal Water Finance Authority provides funding through the issuance of bonds, bond anticipation notes, and other obligations to finance capital projects related to supplying and purifying the City's high-quality drinking water and maintain safe wastewater collection and treatment.",The Municipal Water Finance Authority is a public benefit corporation created by the New York State Legislature in 1984 for the purpose of financing the renovation and improvement of the water and sewer system of the City of New York.
NYC_GOID_000309,Description,,"Enhance procurement opportunites for minority and women-owned businesses. The board will advise the
mayor on M/WBE issues and on methods to increase M/WBE participation in city procurement, provide
information to firms owned by women and minority group members about programs and opportunities for
M/WBEs in order to increase participation by such firms in city contracting, and encourage them to become
certified as M/WBEs; and Educate relevant stakeholders and constituencies in order to support the city’s
efforts to increase M/WBE opportunities through regulatory and legislative measures."
NYC_GOID_000314,Description,,The Commission is to design the City Council district lines for the General Election that will occur on 11/7/2023
NYC_GOID_000315,Description,"NYC OEM plans and prepares for emergencies, educates the public about preparedness, coordinates emergency response and recovery, and collects and disseminates emergency information.",
NYC_GOID_000316,Description,"Founded in 1920, NYCERS has grown into the largest public retirement system within New York City serving over 330,000 active members and retirees. Membership in NYCERS is available to all New York City employees who are not eligible to participate in the New York City Teachers' Retirement System, the New York City Police Pension Fund, the New York City Fire Department Pension Fund or the New York City Board of Education Retirement System.",
NYC_GOID_000318,Description,"A public health care network of hospitals, nursing homes, community health centers and a home care agency, focused on primary & preventive care for all New Yorkers regardless of ability to pay.",
NYC_GOID_000319,Description,"The New York City Housing Authority (NYCHA) provides affordable housing to nearly 420,000 low- and moderate-income City residents in 345 housing developments with 180,000 apartments in the five boroughs. Through federal rent subsidies (Section 8 Leased Housing Program), the Authority assists over 87,500 families in locating and renting housing in privately owned buildings. In addition, the Authority provides social services for its residents through 112 community centers, 42 senior centers, and a variety of programs.",
NYC_GOID_000320,Description,,"The NYCHA Board sets the strategic direction, policy and priorities of the NYC Housing Authority’s public housing developments and Leased Housing programs for low-income New Yorkers."
NYC_GOID_000322,Description,,The primary purpose of the Captive will be to meet insurance needs of the City and its contractors responding to emergencies and natural disasters.
NYC_GOID_000324,Description,,"A panel of experts from academic institutions and the legal, engineering, and insurance industries that advise the Office of Resiliency and the Climate Change Adaptation Task Force on climate change projections and adaptation.

NPPC reviews the most recent scientific data related to climate change and its potential impacts on the city's communities, vulnerable populations, public health, natural systems, critical infrastructure, buildings and economy. The panel advises on the development of a community- or borough-level communications strategy intended to ensure that the public is informed about the findings of the panel, including the creation of a summary of the climate change projections for dissemination to city residents."
NYC_GOID_000325,Description,,"The purpose of such trust shall be the design, development, construction, reconstruction, improvement, modernization, rehabilitation, repairing, and operation of housing facilities."
NYC_GOID_000326,Description,,"NYCSBUS (pronounced “nice bus”)’s goal is to change the existing paradigm in the NYC school busing system, which has been privately owned and operated for decades. The Board provides general and financial oversight, approval of any contracts over $25,000, and annual submission of financial statements to the City Comptroller.

It is envisioned that this not-for-profit will become a “model vendor” for NYCDOE, by leading the industry and making improvements in the following areas:
o	Increased and more robust level of customer service for families
o	More detailed trip actuals and expenses, beyond what is currently reported by vendors
o	More detailed level of fleet management than currently provided by vendors
•	Including the pilot and likely expansion of electric school bus technologies and related charging infrastructure at utility level scale
o	Via Mobility project: student-tracking and dynamic routing (turn-by-turn)
o	Accessible and real time reporting of employee rosters with role-based access"
NYC_GOID_000327,Description,,"A non-for-profit established by NYCDOE to employ Firepersons, Handypersons, Cleaners, and any other future applicable titles (“custodial staff”) for all facilities designated by DOE. In cooperation with the school custodians as the direct supervisors of the work, the NFP, as the employer, will be responsible for managing the disciplinary process applied to the custodial staff in accordance with the applicable collective bargaining agreement."
NYC_GOID_000330,Description,,"The Transit Riders Council/ New York City Transit Authority Advisory Council is one of three advisory councils that make up the Permanent Citizens Advisory Committee (PCAC) of the Metropolitan Transportation Authority (MTA).  The mission of the PCAC is to give users of the MTA subway, bus, and commuter rail service a voice in the formulation and implementation of the MTA policy, and to hold the MTA Board and the MTA management accountable to the riding public.  The other two groups of the PCAC are the Long Island Railroad Commuters Council and the Metro-North Railroad Commuters Council."
NYC_GOID_000331,Description,The New York City Transitional Finance Authority is a public benefit corporation created in 1997 to fund a portion of the capital program of the City of New York and to facilitate the capital finance program of the City.,
NYC_GOID_000332,Description,,"Serves as a forum for the exchange of views, concerns, ideas, information, and recommendations relating to watershed protection and environmentally responsible economic development."
NYC_GOID_000333,Description,,"The 12 member governing body serves as the Distribution Committee of The New York Community Trust and also as the Board of Directors of Community Funds, Inc. Receives donations, invests the funds, and makes grants to various local organizations. The foundation performs all of the administrative functions including grant processing, investing, government reporting, auditing, and accounting."
NYC_GOID_000335,Description,"Library services are provided through three independent systems: the Brooklyn Public Library, the New York Public Library, and the Queens Library. These systems operate 208 local library branches throughout the City and four research library centers in Manhattan. The libraries offer free and open access to books, periodicals, electronic resources, and non-print materials. Reference and career services; Internet access; and educational, cultural, and recreational programming for adults, young adults, and children are also provided. The libraries' collections include 377 electronic databases and more than 65 million books, periodicals, and other circulating and reference items.",The Board of the New York Public Library is responsible for overseeing the activities of the New York Public Library.
NYC_GOID_000337,Description,,"The advisory board shall identify and study common issues and trends relating to the nightlife industry and shall make recommendations, as appropriate, to the mayor and the council on ways to improve laws and policies that impact nightlife establishments."
NYC_GOID_000338,Description,,"The Advisory Council is a voluntary, non-governing body of nonprofit leaders that provides input to inform the focus
and priorities of MONS. The Council helps shape policy, legislative agendas, and responses to programmatic and
administrative issues within government that impact nonprofits. By helping MONS address the needs of nonprofit
organizations, the Council supports MONS in its mission to promote thriving communities."
NYC_GOID_000339,Description,,"An advisory committee which (1) examines New York city’s position on nuclear disarmament and issues related to recognizing and reaffirming New York city as a nuclear weapons-free zone, (2) conducts reviews of New York city’s current stance on nuclear weapons and, (3) in consultation with groups of individuals, including victims of nuclear weapons and faculty members of academic institutions, is responsible for drafting a resolution declaring support for the city to remain a nuclear weapons free zone.

The advisory committee shall also:
•	Establish a working definition for how a nuclear weapons-free zone might be defined in NYC;
•	Recommend mechanisms for encouraging and increasing community input with regard to education related to the nuclear weapons-free zone;
•	Make available educational materials or host discussions related to nuclear disarmament and the catastrophic humanitarian and environmental consequences of nuclear weapons production, testing, use and deployment; and
•	Where applicable, provide a summary of all related activities of the advisory committee and any relevant updates through the minutes of committee meetings.

The law became effective 1/10/2022. It must, no later than one year after the effective date of this local law, and annually thereafter, submit to the mayor and speaker and post online a report that contains its findings and conclusions and any recommendations for policy or legislation.

The advisory committee shall dissolve upon submission of the fifth report"
NYC_GOID_000340,Description,,"An interdisciplinary and interagency committee that must meet no later than May 1, 2022, and twice a year thereafter. The committee will make recommendations to the NYPD with respect to the domestic violence training program. Each member of the committee will use their insights from interactions with programs and survivors of domestic violence, sexual crimes, and human trafficking to help evaluate whether previous trainings accomplished the goals of the trainings."
NYC_GOID_000341,Description,,Establishes rules and regulations for the administration of the NYPD pension fund
NYC_GOID_000343,Description,"The New York City Office of the Actuary (""NYCOA"") provides actuarial information and services for the five major actuarially-funded New York City Retirement Systems (NYCERS), nine Variable Supplement Funds (VSFs), two Tax Deferred Annuity (TDA) Programs, six Group Life Insurance Funds, three Closed Pension Funds and the New York City Health Benefits Program.",
NYC_GOID_000344,Description,"The Office of the Administrative Justice Coordinator (AJC) works to improve the professionalism, efficiency, transparency, and accountability of the City's administrative tribunals. The Office works with the tribunals to establish and implement Rules of Conduct for Administrative Law Judges, improve the training and recruitment of Administrative Law Judges, and enhance the public's understanding of and access to the administrative justice system.",
NYC_GOID_000345,Description,"The Office of Administrative Tax Appeals was established by Local Law 57 of 2007 to bring together the agencies that provide fair, independent and efficient appeals of the taxes administered by the City of New York.",
NYC_GOID_000346,Description,The NYC Office of Administrative Trials and Hearings (OATH) is an independent city agency responsible for holding administrative hearings on cases that are filed by other NYC agencies. OATH is comprised of four different administrative tribunals: the Environmental Control Board; OATH Health Tribunal; OATH Taxi Tribunal and OATH Tribunal.,
NYC_GOID_000347,Description,"The NYC Office of Asylum Seeker Operations (OASO) work recognizes the city's response to the emerging asylum seekers' migration from the border to our city. Created in March 2023, OASO is primarily responsible for overseeing and coordinating all support services for asylum seekers and their families.",
NYC_GOID_000351,Description,"The Office for Child Care and Early Childhood Education's mission is to ensure New York City families have access to equitable, high-quality, and affordable early education and care and builds off of Mayor Adams' Blueprint for Child Care and Early Childhood Education.",
NYC_GOID_000355,Description,The Office of Community Hiring (OCH)'s mission is to use the City's purchasing power to drive economic mobility by connecting City vendors with a pipeline of talent and creating pathways to careers for our community.,
NYC_GOID_000356,Description,The Mayor's Office of Community Mental Health promotes mental health for all New Yorkers.  The office works to ensure New Yorkers get the mental health treatment they need and fewer mental health needs become crises.,
NYC_GOID_000363,Description,MOEC's mission is to be a resource for city agencies and private applicants by providing information and assistance in completing the environmental review process and to help the city to lead by example in applying state-of-the-art green building requirements.,
NYC_GOID_000364,Description,"The Office of Environmental Remediation (OER) is responsible for the implementation of the brownfield cleanup and redevelopment initiatives outlined in PlaNYC, the City's comprehensive sustainability plan, to support environmental cleanup and economic redevelopment. In August 2010, Mayor Bloomberg launched the New York City Brownfield Cleanup Program (NYC BCP), the nation's first municipal cleanup program, which offers oversight and liability protection to developers and property owners for sites with light to moderate contamination. OER's Brownfield Incentive Grant (BIG) program provides financial incentives and technical support to developers and community organizations. OER also directs the NYC E-Designation Review Program for Hazardous Materials, Air Quality, and Noise and conducts brownfield educational workshops and outreach activities to support meaningful community engagement in brownfields redevelopment.",
NYC_GOID_000371,Description,The Office of Labor Relations represents the Mayor in all labor relations between the City of New York and labor organizations representing employees of the City. The Office Commissioner also administers a variety of programs for City Employees.,
NYC_GOID_000374,Description,OMB is responsible for preparing the Mayor's Preliminary and Executive Budgets and advises the Mayor on issues affecting the City's fiscal health and the efficiency of City services and programs.,
NYC_GOID_000382,Description,"The Office of Technology and Innovation (OTI) creates tech-based solutions for a more effective, future-ready New York City. We make services work better across all sectors, from emergency services to benefits screening. We pool combined expertise from across the City to get stuff done for all New Yorkers.",
NYC_GOID_000385,Description,"The Office for the Prevention of Hate Crimes (OPHC) takes a holistic approach to preventing hate crimes, developing and coordinating community-driven prevention strategies to address biases fueling such crimes, and fostering healing for victims and their communities.",
NYC_GOID_000386,Description,,"Under the office of addiction services and supports it provides recommendations on how funding received by the opioid settlement fund will be allocated by the legislature. In addition, it makes recommendations to the legislature regarding the addition or removal of any eligible expenditures in response to changing substance use disorder needs in the state. Recommendations must be evidenced-based and may take into consideration federal, state or local initiatives and activities that have shown to be effective in preventing and treating substance use disorders as well as maintaining recovery and assisting with the collateral effects of substance use disorders for individuals and their families or support system. Such must also account any gaps in access to services or programs identified as eligible expenditures and incorporate mechanisms for measurable outcomes for determining the effectiveness of funds expended.

No recommendation may be made to remove an eligible expenditure without ¾ approval of present board members"
